keep_index,source_key,language,title,authors,decision,work_key,cover_id,cover_file,cover_image_url,cover_width,cover_height,cover_bytes,resolved_path,cover_state,sha256,size_bytes
17,/books/OL12856016M,LA,Expositiones Sequentiarum,Erika Kihlman,KEEP_CORE,/works/OL10104383W,3342206,ol-cover-3342206.jpg,,339,500,39316,data/covers/full/ol-cover-3342206.jpg,LOCAL_FILE_OK,cc8a3d9b7c24f18383c112ed21e7a693ae24e3c71b9c7da94455a143fefbf6ec,39316
18,/books/OL20455339M,LA,Ysengrimus,Ernst Voigt | Nivardus,KEEP_CORE,/works/OL19607848W,6008738,ol-cover-6008738.jpg,,328,500,5292,data/covers/full/ol-cover-6008738.jpg,LOCAL_FILE_OK,c87eaa890023bfe1b27c9952e52ced43073781a789d89c8dddd447719cf31ca7,5292
19,/books/OL12664209M,LA,Corpvs Inscriptionvm Latinarvm,Evgenivs Bormann,KEEP_CORE,/works/OL10015931W,3166923,ol-cover-3166923.jpg,/covers/catalogue/ol-cover-3166923.jpg,353,500,6110,data/covers/full/ol-cover-3166923.jpg,LOCAL_FILE_OK,5e94dba48ed1c1e55e6a9f516cd7df0bcf2222ca51a41a59646873230aa7ab2c,6110
20,/books/OL24831110M,LA,De genere Byrsonima ...,Franz Niedenzu,KEEP_CORE,/works/OL15867967W,6830506,ol-cover-6830506.jpg,,362,500,20482,data/covers/full/ol-cover-6830506.jpg,LOCAL_FILE_OK,eee65fcc828661425bf3a146b457841afd3323fcb2e6f7248eb09bcfeb811673,20482
21,/books/OL17626096M,LA,"Historiae florentinae Nicolai Machiavelli, civis et secretarii florentini",Félix Fernández Murga | Félix Gilbert | Giovanni Battista Niccolini | Niccolò Machiavelli | Peter Whithorne,KEEP_TRANSLATION,/works/OL15942W,6996265,ol-cover-6996265.jpg,,321,500,47389,data/covers/full/ol-cover-6996265.jpg,LOCAL_FILE_OK,ad93fcfdc5d4f47839a613d9a21c9d8dad35c4186607eff02466726a78793666,47389
22,/books/OL18309835M,LA,Collectio psalterii Bedae Venerabili adscripta,Gerald Browne,KEEP_CORE,/works/OL10084062W,5409424,ol-cover-5409424.jpg,,128,190,2473,data/covers/full/ol-cover-5409424.jpg,LOCAL_FILE_OK,2e3ac2be2e76b006d4f9af0c53321ebb2df0ff37f4bc64d2b113cadd27293fad,2473
23,/books/OL23269455M,LA,"Aeneid, IV",H.E. Gould | J.L. Whiteley | Publius Vergilius Maro,KEEP_CORE,/works/OL10702927W,1663475,ol-cover-1663475.jpg,,339,500,35949,data/covers/full/ol-cover-1663475.jpg,LOCAL_FILE_OK,4eed86a6f7907d5ff68282f632fa737a28ae0506e188c0eb75d66a4fe194f47a,35949
24,/books/OL20260463M,LA,Petrulus Hirrutus: Der Struwwelpeter,Heinrich Hoffmann,KEEP_TRANSLATION,/works/OL1115809W,311698,ol-cover-311698.jpg,,355,475,39933,data/covers/full/ol-cover-311698.jpg,LOCAL_FILE_OK,08f572d234baf0b1812f1dcf5cdb93607d5e9341227d80dafcd5c00958472950,39933
25,/books/OL2993327M,LA,Heliodori Aethiopicae historiae libri decem,Heliodorus of Emesa,KEEP_TRANSLATION,/works/OL1912089W,602644,ol-cover-602644.jpg,,313,500,37316,data/covers/full/ol-cover-602644.jpg,LOCAL_FILE_OK,1d8e0004a60e27acf1f4614b0f4fbd275abd82fbadd63b3a60b62eda907b8226,37316
26,/books/OL12449141M,LA,De Sigaris Pharaonis,Hergé,KEEP_TRANSLATION,/works/OL151056W,3325898,ol-cover-3325898.jpg,/covers/catalogue/ol-cover-3325898.jpg,360,500,47837,data/covers/full/ol-cover-3325898.jpg,LOCAL_FILE_OK,f6d82fbb6c2a92c09e4ccd36c3df698278fb2dac17c379b04f104a814bf80f17,47837
27,/books/OL11759021M,LA,Olivia,Ian Falconer,KEEP_TRANSLATION,/works/OL18671211W,2787838,ol-cover-2787838.jpg,/covers/catalogue/ol-cover-2787838.jpg,382,500,22445,data/covers/full/ol-cover-2787838.jpg,LOCAL_FILE_OK,31653ec15bf89b7a89e192914d5a6563eb4ff0ec0d94ec0c0ae3735247ad3d16,22445
28,/books/OL12850622M,LA,Dictata ad ius Hodiernum,Jacobus Voorda,KEEP_CORE,/works/OL10102006W,5510057,ol-cover-5510057.jpg,/covers/catalogue/ol-cover-5510057.jpg,128,189,2904,data/covers/full/ol-cover-5510057.jpg,LOCAL_FILE_OK,54a1ad1e0f29f6c1ac1957204a7e27504a99de336673661a5109b5769e52aaf6,2904
29,/books/OL22682633M,LA,"De eclipsi solari anno MDCLIV die XII Augusti, in Europa, a pluribus spectata tubo optico, nunc iterum à Jacobo Balde è Societate Jesu tubo satyrico perlustrata, libri duo.",Jakob Balde,KEEP_CORE,/works/OL17603530W,7888998,ol-cover-7888998.jpg,,272,500,58762,data/covers/full/ol-cover-7888998.jpg,LOCAL_FILE_OK,d4a6bd0c3d33355453eb3b32837d8dd71f1b4376927e288b03a90ba6149f6ce7,58762
30,/books/OL14836209M,LA,Robinson Crusoëus,Joachim Heinrich Campe,KEEP_TRANSLATION,/works/OL1502321W,6116605,ol-cover-6116605.jpg,,276,500,19126,data/covers/full/ol-cover-6116605.jpg,LOCAL_FILE_OK,25fb7ff730984d0eb84d3c6e4dd47cac08a9f384a88786495781a3bbb9cc6a18,19126
31,/books/OL12823091M,LA,Polistoria de Virtutibus et Dotibus Romanorum,Joannes Caballinus de Cerronibus,KEEP_CORE,/works/OL10084056W,5214676,ol-cover-5214676.jpg,/covers/catalogue/ol-cover-5214676.jpg,128,214,4928,data/covers/full/ol-cover-5214676.jpg,LOCAL_FILE_OK,4709bbc8e349b46f5b97a5bfbf551dfb5ba457f5fe9258e9f15d53a44953bc60,4928
32,/books/OL2720457M,LA,Magus mirabilis in Oz,L. Frank Baum,KEEP_TRANSLATION,/works/OL18417W,552443,ol-cover-552443.jpg,,371,475,52552,data/covers/full/ol-cover-552443.jpg,LOCAL_FILE_OK,f428e205582b58640af783ae9dcdcdaf9c3b3c4b9e15a801975e8f5d5e587386,52552
33,/books/OL5919462M,LA,Alicia in Terra Mirabili,Lewis Carroll,KEEP_TRANSLATION,/works/OL138052W,10527843,ol-cover-10527843.jpg,,335,500,48898,data/covers/full/ol-cover-10527843.jpg,LOCAL_FILE_OK,5aff8135fd461a567e26075fe1835558e6fe6cce4ce8b71b8e851e02bd6d6bbd,48898
34,/books/OL17187841M,LA,Aliciae per speculum transitus (Quaeque ibi invenit),Lewis Carroll,KEEP_TRANSLATION,/works/OL151406W,11272464,ol-cover-11272464.jpg,,326,500,27393,data/covers/full/ol-cover-11272464.jpg,LOCAL_FILE_OK,5a308924e7c45a684df89f1412776cea3023ca2faaa540f78bd464c6e8c111ee,27393
35,/books/OL12876572M,LA,"Constitutiones et acta publica imperatorum et regum, Bd.1, 911-1197",Ludwig Weiland,KEEP_CORE,/works/OL10109842W,12713346,ol-cover-12713346.jpg,,325,500,21078,data/covers/full/ol-cover-12713346.jpg,LOCAL_FILE_OK,9009101791a839ecb0172d869b1e43c1baed94534e3508ea5124ead2917e3675,21078
36,/books/OL26094954M,LA,L Apulei Metamorphoseon Libri Xi,Maaike Zimmerman,KEEP_CORE,/works/OL17506849W,7715436,ol-cover-7715436.jpg,,261,400,22125,data/covers/full/ol-cover-7715436.jpg,LOCAL_FILE_OK,007b297f41f21c1cf0ef4515675e8151666cee0807af7e733b6feeb5fe8145c5,22125
37,/books/OL12853145M,LA,Erik 14,Magnus Karlsson,KEEP_CORE,/works/OL10102977W,3341820,ol-cover-3341820.jpg,,329,475,9999,data/covers/full/ol-cover-3341820.jpg,LOCAL_FILE_OK,68f692c9fa68d4df714c894e81cf99bb664105f3cf63c0b916873b79db610177,9999
38,/books/OL5605742M,LA,Maria Poppina ab A ad Z.,Mary Shepard | Pamela L. Travers,KEEP_TRANSLATION,/works/OL1737449W,114006,ol-cover-114006.jpg,,397,500,45344,data/covers/full/ol-cover-114006.jpg,LOCAL_FILE_OK,abc6334dda368ee515ee2bb6b77c66de76e408fd48c045c2a77791678ec933da,45344
39,/books/OL7833376M,LA,A Bear Called Paddington (BCP Latin Texts),Michael Bond,KEEP_TRANSLATION,/works/OL10490647W,6381303,ol-cover-6381303.jpg,,320,500,26061,data/covers/full/ol-cover-6381303.jpg,LOCAL_FILE_OK,51956f7f1633e13b2059b9a84cc8899d99479df4effe3b9bf95e14d386da9c53,26061
40,/books/OL23321799M,LA,Nithardi Historiarum libri 4.,Nithard,KEEP_CORE,/works/OL10013334W,6544640,ol-cover-6544640.jpg,,328,500,12803,data/covers/full/ol-cover-6544640.jpg,LOCAL_FILE_OK,b43b23039414edfb0792c83676809facd4f59a343c75a94be0809008e60d0af0,12803
41,/books/OL7022722M,LA,Metamorphoses,Ovid,KEEP_CORE,/works/OL15292640W,7212118,ol-cover-7212118.jpg,,297,500,52015,data/covers/full/ol-cover-7212118.jpg,LOCAL_FILE_OK,9ff872ed82d2261f927954338897676427ba98d07ee1daa6e5006888f8ca77ca,52015
42,/books/OL23350586M,LA,"Tristia, III",Ovid,KEEP_CORE,/works/OL15292639W,1131278,ol-cover-1131278.jpg,,322,500,22167,data/covers/full/ol-cover-1131278.jpg,LOCAL_FILE_OK,1281a6e51d841a72fab69131c7355565213c0c052d852a7b07e7b9ff82912783,22167
43,/books/OL2383010M,LA,Short Latin stories,Philip Dunlop,KEEP_CORE,/works/OL13413556W,12912920,ol-cover-12912920.jpg,,308,500,22667,data/covers/full/ol-cover-12912920.jpg,LOCAL_FILE_OK,f0f7f30b4499f37042c8355a3f841770f22a9d3551e4830241f5305fb7542099,22667
44,/books/OL12823229M,LA,"Naturalis Historiae, vol. I",Pliny the Elder,KEEP_CORE,/works/OL10084103W,5214707,ol-cover-5214707.jpg,/covers/catalogue/ol-cover-5214707.jpg,128,196,3362,data/covers/full/ol-cover-5214707.jpg,LOCAL_FILE_OK,e190bc324bb70e30ea1b4e01c575af8411d04493ea0379a76dcb989091650c31,3362
45,/books/OL12823230M,LA,"Naturalis Historiae, vol. II",Pliny the Elder,KEEP_CORE,/works/OL10084104W,5214809,ol-cover-5214809.jpg,/covers/catalogue/ol-cover-5214809.jpg,128,208,4679,data/covers/full/ol-cover-5214809.jpg,LOCAL_FILE_OK,9ed199391e8be6f73219e54615dad4e05fb3c32bcaac30790a96d747188af33f,4679
46,/books/OL12823233M,LA,"Naturalis Historiae, vol. V",Pliny the Elder,KEEP_CORE,/works/OL10084106W,5214791,ol-cover-5214791.jpg,/covers/catalogue/ol-cover-5214791.jpg,128,215,4907,data/covers/full/ol-cover-5214791.jpg,LOCAL_FILE_OK,bec36954232fba8a3f68b54654efe16b77c3931a21140cf0bdc61ae3f6b5b553,4907
47,/books/OL12823234M,LA,"Naturalis Historiae, vol. VI",Pliny the Elder,KEEP_CORE,/works/OL10084107W,5214716,ol-cover-5214716.jpg,/covers/catalogue/ol-cover-5214716.jpg,128,207,4497,data/covers/full/ol-cover-5214716.jpg,LOCAL_FILE_OK,a67dacb6370c151efa4f15f9960433ac2d5dd381ec3ce6cb189863aeaf54971f,4497
48,/books/OL15482125M,LA,P. Vergili Maronis Opera omnia,Publius Vergilius Maro,KEEP_CORE,/works/OL10702966W,6011238,ol-cover-6011238.jpg,,311,500,11807,data/covers/full/ol-cover-6011238.jpg,LOCAL_FILE_OK,8bdafc781ff57ee8f4f50edc113865066f3b1610f9cece45f514387cb5cae151,11807
49,/books/OL5437082M,LA,Apocolocyntosis divi Claudii,Seneca the Younger,KEEP_CORE,/works/OL102325W,332367,ol-cover-332367.jpg,,302,475,12902,data/covers/full/ol-cover-332367.jpg,LOCAL_FILE_OK,d0e5e443e80fce2ac40cc2708a4db14b1e12bb76048f28849c2f6bcd23e064c3,12902
50,/books/OL13868653M,LA,L. Annaei Senecae Oedipus,Seneca the Younger,KEEP_CORE,/works/OL102314W,5493539,ol-cover-5493539.jpg,,128,186,1935,data/covers/full/ol-cover-5493539.jpg,LOCAL_FILE_OK,2f5c31545ffc4c72987ae6b619eec342a5dbc635e3dd2cb0ad7beefdb7707e52,1935
51,/books/OL3055507M,LA,Thyestes,Seneca the Younger,KEEP_CORE,/works/OL102322W,4757201,ol-cover-4757201.jpg,,128,193,2175,data/covers/full/ol-cover-4757201.jpg,LOCAL_FILE_OK,ebce723da341aee366f9bf5c96a6380311c7be6432a6aa00ce581f260c836ca6,2175
52,/books/OL23349269M,LA,Tragoediae,Seneca the Younger,KEEP_CORE,/works/OL102324W,5935378,ol-cover-5935378.jpg,,297,500,21197,data/covers/full/ol-cover-5935378.jpg,LOCAL_FILE_OK,600f7fe0a0fca7ec195e62bab61790f22153e5841c4e6bb58c7e1ce1842c5547,21197
53,/books/OL7105458M,LA,The Utopia of Sir Thomas More,Thomas More,KEEP_CORE,/works/OL15366912W,7222976,ol-cover-7222976.jpg,,312,500,35328,data/covers/full/ol-cover-7222976.jpg,LOCAL_FILE_OK,5b8f39575024daa3d66e9eca2ae6f6764678bdef469bad9224877a6846c95348,35328
54,/books/OL13562345M,LA,A selection of Latin stories,Thomas Wright,KEEP_CORE,/works/OL1085606W,5809347,ol-cover-5809347.jpg,,276,500,14063,data/covers/full/ol-cover-5809347.jpg,LOCAL_FILE_OK,b44ccdcf2ad671c17f79f8cea9af35a7d28ccf01a33dc7ee28865859995a5166,14063
55,/books/OL23282438M,LA,"Books V, VI, and VII",Titus Livius,KEEP_CORE,/works/OL1261147W,6657951,ol-cover-6657951.jpg,,316,500,19082,data/covers/full/ol-cover-6657951.jpg,LOCAL_FILE_OK,659270b10b46cc147db446f03cc2f1080805963ffa12c39caada0ea27a825dc5,19082
56,/books/OL12823134M,LA,Nonius Marcellus: De compendiosa doctrina libri XX,Wallace Lindsay,KEEP_CORE,/works/OL10084072W,5214774,ol-cover-5214774.jpg,/covers/catalogue/ol-cover-5214774.jpg,128,208,4692,data/covers/full/ol-cover-5214774.jpg,LOCAL_FILE_OK,6f1fb52adf5ab820b08cbfee9a1cfbb944ace8730fb98fd2fb18c9759ff5c01c,4692
57,/books/OL25326597M,IT,Gli Eredi di Gilgamesh,Abdullah Öcalan | Klaus Happel,KEEP_TRANSLATION,/works/OL1021096W,7123617,ol-cover-7123617.jpg,,322,500,47165,data/covers/full/ol-cover-7123617.jpg,LOCAL_FILE_OK,a0dea51842587801f17f0e5977b0559138581231ae42b7c86f3be4dca4cd22a8,47165
58,/books/OL17496380M,IT,Diario della guerra del maiale,Adolfo Bioy Casares,KEEP_TRANSLATION,/works/OL10443499W,5375062,ol-cover-5375062.jpg,/covers/catalogue/ol-cover-5375062.jpg,128,221,6096,data/covers/full/ol-cover-5375062.jpg,LOCAL_FILE_OK,8acd6fe1c9b57c325ffcc7e6b502d8b68878b7950330a2c8d4b62ca7c0de3e45,6096
59,/books/OL59568075M,IT,Oresteia,Aeschylus,KEEP_TRANSLATION,/works/OL10328829W,6548168,ol-cover-6548168.jpg,,287,500,15299,data/covers/full/ol-cover-6548168.jpg,LOCAL_FILE_OK,4b6401fdf04df21bb1b7ee2d3f8190b1dc7a83d45d1f1dbe54b1fda5a5006402,15299
60,/books/OL26397147M,IT,Alien Nation,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102583W,6712145,ol-cover-6712145.jpg,,246,406,16073,data/covers/full/ol-cover-6712145.jpg,LOCAL_FILE_OK,0784381bcd2bb923331ad6e086af2c441ef36752bf04f61eb50f5daba907b969,16073
61,/books/OL62359422M,IT,Filogenesi,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102541W,209025,ol-cover-209025.jpg,,286,475,43373,data/covers/full/ol-cover-209025.jpg,LOCAL_FILE_OK,2625047680776b50937f3e67a0616d8c05385533cc341ccf61de710dcb6f2761,43373
62,/books/OL62359808M,IT,Flinx nella terra di mezzo,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102537W,208069,ol-cover-208069.jpg,,315,475,45932,data/covers/full/ol-cover-208069.jpg,LOCAL_FILE_OK,2e084c0096041a1559bba44a52b18acd9cf7b6361bb5a5f1b99d029db63fe338,45932
63,/books/OL62359748M,IT,Incontri pericolosi,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102527W,209028,ol-cover-209028.jpg,,335,475,38941,data/covers/full/ol-cover-209028.jpg,LOCAL_FILE_OK,03abd2d59f96ec555cd8c42a03e17482a47af59f79c185f3fe6e8e1b16b65746,38941
64,/books/OL62359815M,IT,Krull,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102530W,6980477,ol-cover-6980477.jpg,,304,500,26473,data/covers/full/ol-cover-6980477.jpg,LOCAL_FILE_OK,73c6b9382dc442bdb8ff0233e8235126897272a23e86259e6469fcfe6acf8c99,26473
65,/books/OL62359803M,IT,La fine della vicenda,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102600W,207269,ol-cover-207269.jpg,,294,475,39998,data/covers/full/ol-cover-207269.jpg,LOCAL_FILE_OK,48933970ead9b3ef855ed40b5a1995a05e72448d2b5f99422c98eb6ff2d9b133,39998
66,/books/OL62359797M,IT,Stella orfana,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102612W,4453571,ol-cover-4453571.jpg,,128,210,7753,data/covers/full/ol-cover-4453571.jpg,LOCAL_FILE_OK,f1020a8a7c19da5a0213ad7100da0378634387cefd3cec77aebfd3e7ccfae3fa,7753
67,/books/OL62359759M,IT,Terra di Mezzo,Alan Dean Foster,KEEP_TRANSLATION,/works/OL102617W,207513,ol-cover-207513.jpg,,283,475,37290,data/covers/full/ol-cover-207513.jpg,LOCAL_FILE_OK,09dfca3d96b73821912e75d82b46d384b0000a80fb8364411cd6bd06ec513b30,37290
68,/books/OL13430429M,IT,Le Muse a Los Angeles,Alberto Arbasino,KEEP_CORE,/works/OL10303414W,5284209,ol-cover-5284209.jpg,,128,220,2470,data/covers/full/ol-cover-5284209.jpg,LOCAL_FILE_OK,5431f4c79d72ce836dc80af1ac3ea432ef56cbd095ae484f79b37da5bfa4b71a,2470
69,/books/OL20000805M,IT,Orologi da polso,Alberto Uglietti,KEEP_CORE,/works/OL10104988W,13565586,ol-cover-13565586.jpg,,340,500,41449,data/covers/full/ol-cover-13565586.jpg,LOCAL_FILE_OK,36073f854256ab837234a15d54eed69c1ba015a7a06b0ac8689350659ff942d4,41449
70,/books/OL20203259M,IT,Il cromosoma Calcutta,Amitav Ghosh,KEEP_TRANSLATION,/works/OL1054086W,237733,ol-cover-237733.jpg,,313,475,34045,data/covers/full/ol-cover-237733.jpg,LOCAL_FILE_OK,15fd409e97afd77a985596bcc07c46134f1e0228452437c656d09644f15274cc,34045
71,/books/OL23942462M,IT,Mare di Papaveri,Amitav Ghosh,KEEP_TRANSLATION,/works/OL1054101W,6956953,ol-cover-6956953.jpg,,341,500,29212,data/covers/full/ol-cover-6956953.jpg,LOCAL_FILE_OK,984574068d0f28f066d9dc9eae64ba7d0d5867bdd9ca75a0e7974419162b8fcb,29212
72,/books/OL23638966M,IT,beata riva,Angelo Conti,KEEP_CORE,/works/OL10710619W,6017125,ol-cover-6017125.jpg,,297,500,14668,data/covers/full/ol-cover-6017125.jpg,LOCAL_FILE_OK,4799e30330ef4777469a4ed53a0375088ea81b9789c44843f89355644dda52d4,14668
73,/books/OL39813735M,IT,Gli anni,Annie Ernaux,KEEP_TRANSLATION,/works/OL102389W,968944,ol-cover-968944.jpg,/covers/catalogue/ol-cover-968944.jpg,283,475,25267,data/covers/full/ol-cover-968944.jpg,LOCAL_FILE_OK,a41afdee866bf7ffa10eac97e30b382a60c78e881098931800b60f9c62d03b9d,25267
74,/books/OL32132773M,IT,Il posto,Annie Ernaux,KEEP_TRANSLATION,/works/OL102394W,3949712,ol-cover-3949712.jpg,,128,203,7848,data/covers/full/ol-cover-3949712.jpg,LOCAL_FILE_OK,ac64dee5ab97b45823cdf367ffdc8431eb44ac96c4465548ab4dff2309bd0492,7848
75,/books/OL47519662M,IT,La vergogna,Annie Ernaux,KEEP_TRANSLATION,/works/OL102392W,970078,ol-cover-970078.jpg,,317,475,11840,data/covers/full/ol-cover-970078.jpg,LOCAL_FILE_OK,ed091261152a0c1315ad083b5dfb89c458e950ea0805d147abb42488a20f85dc,11840
76,/books/OL13430352M,IT,Il Piccolo Principe,Antoine de Saint-Exupéry,KEEP_TRANSLATION,/works/OL10263W,10708272,ol-cover-10708272.jpg,,298,500,36749,data/covers/full/ol-cover-10708272.jpg,LOCAL_FILE_OK,43f05e6d5175d88b19b69d75a4c5e2fd457cfe91b1b1bf978d3b1e0658ef80ad,36749
77,/books/OL47938633M,IT,Pilota di guerra,Antoine de Saint-Exupéry,KEEP_TRANSLATION,/works/OL10265W,2210130,ol-cover-2210130.jpg,,284,475,26946,data/covers/full/ol-cover-2210130.jpg,LOCAL_FILE_OK,ebfde3a94a617a3423956b50a92da418c965ea93329dedf91cd35e23cb8c9807,26946
78,/books/OL38212484M,IT,Volo di notte,Antoine de Saint-Exupéry,KEEP_TRANSLATION,/works/OL10267W,116397,ol-cover-116397.jpg,,315,475,42469,data/covers/full/ol-cover-116397.jpg,LOCAL_FILE_OK,e26103651f4745f1b542ade4239bd3b13b335153ac5ede5c2ae602a03700152a,42469
79,/books/OL14021472M,IT,Manuale di storia dell'arte,Anton Heinrich Springer,KEEP_CORE,/works/OL10710990W,5959272,ol-cover-5959272.jpg,,335,500,15742,data/covers/full/ol-cover-5959272.jpg,LOCAL_FILE_OK,c99684d13fda610bf95b43846084926fc69c950ccd21f16d630ce93362e36f94,15742
80,/books/OL19153146M,IT,Antoni Tàpies.,Antoni Tàpies,KEEP_TRANSLATION,/works/OL10347648W,12953221,ol-cover-12953221.jpg,,310,500,68006,data/covers/full/ol-cover-12953221.jpg,LOCAL_FILE_OK,0decd81df2fe59bf40a1a12e39b2c6c500de97175732d1456a871c82c3637027,68006
81,/books/OL25400923M,IT,"La disciplina pe' grandi teatri, ossia, i precetti regolamentarii pel servizio interno de' medesimi",Antonio Larussa,KEEP_CORE,/works/OL10713162W,5957681,ol-cover-5957681.jpg,,314,500,20201,data/covers/full/ol-cover-5957681.jpg,LOCAL_FILE_OK,3b179a82d3a378cbfb334560e9d8e9f32be82fd35556d023a04f9cdca114b39d,20201
