row_index,language,title,authors,decision,cover_reference_count,cover_references
860,DE,Schellings Und Hegels Verhaeltnis Zur Naturwissenschaft (1844) (Acta Humaniora: Schriften Zur Naturphilosophie),Matthias Jakob Schleiden,KEEP_CORE,0,
861,DE,Menschenrechte bei Durkheim und Weber.,Matthias König,KEEP_CORE,0,
862,DE,Theologie Und Gebet Bei Luther,Matthias Mikoteit,KEEP_CORE,0,
863,DE,Strategische Personalentwicklung,Matthias T. Meifert,KEEP_CORE,0,
864,DE,Erklärung - Begründung - Kausalität,Matthias Varga von Kibed,KEEP_CORE,0,
865,DE,"Nachfolge Christi, Nachahmung der Natur",Maximilian Bergengruen,KEEP_CORE,0,
866,DE,"Leben und Schaffen der Künstlergruppe ""Brücke"" 1905 bis 1913",Meike Hoffmann,KEEP_CORE,0,
867,DE,Das Nachrepublikanische Finanzsystem,Michael Alpers,KEEP_CORE,0,
868,DE,Sodom als Symptom (Religionsgeschichtliche Versuche und Vorarbeiten 55) (Religionsgeschichtliche Versuche Und Vorarbeiten),Michael Brinkschroder,KEEP_CORE,0,
869,DE,"Texte, die alles sagen: erz ahlende Literatur des 18. und 19. Jahrhunderts und Theorien der Stimme",Michael Eggers,KEEP_CORE,0,
870,DE,"Naturwissenschaftliche Weltbilder in Managementtheorien. Chaostheorie, Selbstorganisation, Autopoiesis.",Michael Flämig,KEEP_CORE,0,
871,DE,Die Ästhetik als Antwort auf das kopernikanische Weltbild,Michael Jäger,KEEP_CORE,0,
872,DE,Integration in Staatenverbindungen,Michael Kuschnick,KEEP_CORE,0,
873,DE,Vom Ornament zum Nationalkunstwerk,Michael Mönninger,KEEP_CORE,0,
874,DE,Kontingenz und Dezision. Beiträge zur Analyse der politischen Gesellschaft.,Michael Th. Greven,KEEP_CORE,0,
875,DE,Eine Begegnung von Wissenschaft und Aufklärung,Michael Trauth,KEEP_CORE,0,
876,DE,Abenteuer Philosophie,Michael Wittschier,KEEP_CORE,0,
877,DE,Naturhistoriker Und Zeitenseher,Michaela Haberkorn,KEEP_CORE,0,
878,DE,Das Siegel der Macht. Ein historischer Roman um das Jahr 1000.,Monika Dettwiler,KEEP_CORE,0,
879,DE,Aristophanes Und Eupolis,Natalia Kyriakidi,KEEP_CORE,0,
880,DE,Jurodstvo--Eine Studie Zur Phanomenologie Und Typologie Des Narren in Christo,Natalia Ottovordemgentschenfelde,KEEP_CORE,0,
881,DE,Der Bildtitel,Natalie Bruch,KEEP_CORE,0,
882,DE,Der mann mit dem goldenen arm.,Nelson Algren,KEEP_TRANSLATION,0,
883,DE,"UT, Nr.99, Der Fluß dazwischen",Ngũgĩ wa Thiongʼo,KEEP_TRANSLATION,0,
884,DE,Verborgene Schicksale,Ngũgĩ wa Thiongʼo,KEEP_TRANSLATION,0,
885,DE,"Baumwolle, Sklaven und Kredite",Niklaus Stettler,KEEP_CORE,0,
886,DE,Kants System Der Transzendentalen Ideen (Kantstudien-Erganzungshete),Nikolai F. Klimmek,KEEP_CORE,0,
887,DE,Die Ordnung der Bildung,Norbert Ricken,KEEP_CORE,0,
888,DE,Raumgeschichten,Oliver Simons,KEEP_CORE,0,
889,DE,Das neue Leben.,Orhan Pamuk,KEEP_TRANSLATION,0,
890,DE,Das schwarze Buch.,Orhan Pamuk,KEEP_TRANSLATION,0,
891,DE,Das stille Haus,Orhan Pamuk,KEEP_TRANSLATION,0,
892,DE,Die Weiße Festung,Orhan Pamuk,KEEP_TRANSLATION,0,
893,DE,Das surrealistische Kriegsbild bei Max von Moos (Edition Voldemeer),Otto Karl Werckmeister,KEEP_CORE,0,
894,DE,"Glaube, Liebe, Aircondition",Ozakin | Aysel Özakın,KEEP_CORE,0,
895,DE,Affektenlehre und Ph anomenologie der Stimmungen: Wege einer Ontologie und Ethik des Emotionalen,Paola-Ludovica Coriando,KEEP_CORE,0,
896,DE,Systematischer Kommentar Zur Kritik Der Reinen Vernunft,Paul Natterer,KEEP_CORE,0,
897,DE,Herrschaft und Geschichte,Pedro Demo,KEEP_CORE,0,
898,DE,Der mit den zwei H ornern: Alexander der Grosse der arabischen Literatur; 1. Dionysos und sein Kreis im Werk des Exekias: 2,Peter Bachmann,KEEP_CORE,0,
899,DE,Festsymbole,Peter Biehl,KEEP_CORE,0,
900,DE,Ordnungen der Sichtbarkeit,Peter Geimer,KEEP_CORE,0,
901,DE,Der Zweifel des Anarchisten,Peter Rinderle,KEEP_CORE,0,
902,DE,Therapie Als Bild - Das Bild Als Therapie,Peter Sinapius,KEEP_CORE,0,
903,DE,"Schalom, Herr Hitler. Trilogie Zeitsprünge. Davidstern und Hakenkreuz.",Peter Süess-Kolbl,KEEP_CORE,0,
904,DE,Softwaresysteme und ihre Modellierung,Peter Tabeling,KEEP_CORE,0,
905,DE,Schöne Geschichten. Deutsche Erzählkunst aus zwei Jahrhunderten.,Peter von Matt,KEEP_CORE,0,
906,DE,Grundzüge der byzantinischen Geschichte.,Peter Wirth,KEEP_CORE,0,
907,DE,Die Akademie für Kunst und Kunstgewerbe zu Breslau,Petra Hölscher,KEEP_CORE,0,
908,DE,Lebende Bilder in der italienischen Festkultur des 15. Jahrhunderts,Philine Helas,KEEP_CORE,0,
909,DE,Erzahlen Nach Darwin: Die Krise Der Teleologie Im Literarischen Realismus,Philip Ajouri,KEEP_CORE,0,
910,DE,Habitus Barbarus (Reallexikon Der Germanischen Altertumskunde - Ergaenzungsbaende 55) (Erganzungsbande Zum Reallexikon Der Germanischen Altertumskunde),Philipp Von Rummel,KEEP_CORE,0,
911,DE,Experimente Und Computersimulationen Im Naturwissenschaftlichen Unterricht,Priit Reiska,KEEP_CORE,0,
912,DE,Die Hauswirtin Am Tor,Radoslav Katicic,KEEP_CORE,0,
913,DE,Das Museum der Unschuld,Rafael Carpintero; | Orhan Pamuk,KEEP_TRANSLATION,0,
914,DE,"Goetter, Helden Und Grotesken",Rainer G. Richter,KEEP_CORE,0,
915,DE,Paula Modersohn-Becker Und Die Agyptischen Mumienportraits,Rainer Stamm,KEEP_CORE,0,
916,DE,planet berlin,Ralf Richert,KEEP_CORE,0,
917,DE,Fallrepetitorium Europarecht,Ralph Alexander Lorz,KEEP_CORE,0,
918,DE,Funktion von Natur und Landschaft in der österreichischen Literatur,Regine Battiston-Zuliani,KEEP_CORE,0,
919,DE,Der phonologisch-typologische Wandel des Deutschen von einer Silbenzu einer Wortsprache (Studia Linguistica Germanica 85) (Studia Linguistica Germanica),Renata Szczepaniak,KEEP_CORE,0,
920,DE,Conrat Meit,Renate Eickelman,KEEP_CORE,0,
921,DE,Das Buch der verrückten Experimente,Reto U. Schneider,KEEP_CORE,0,
922,DE,Die Planetenjäger,Reto U. Schneider,KEEP_CORE,0,
923,DE,(rire),Richard Reichensperger,KEEP_CORE,0,
924,DE,Friaul und Istrien.,Richard Zürcher,KEEP_CORE,0,
925,DE,Gluck Als Vollendung Des Menschseins,Rochus Leonhardt,KEEP_CORE,0,
926,DE,Giorgio Vasari. Im Dienst der Medici.,Roland LeMolle,KEEP_CORE,0,
927,DE,Annäherung an Frankreich im Dienste Hitlers?,Roland Ray,KEEP_CORE,0,
928,DE,Pathologie in Fallstudien,Roland Sedivy,KEEP_CORE,0,
929,DE,Bufo & Spallanzani,Rubem Fonseca,KEEP_TRANSLATION,0,
930,DE,Die Bilderkammer,Rudolf Marko,KEEP_CORE,0,
931,DE,Lexikonpolitik,Ruth Conrad,KEEP_CORE,0,
932,DE,Wissenschaftliches Arbeiten.,Rüdiger Jacob,KEEP_CORE,0,
933,DE,Wolfsruf,S. P. Somtow,KEEP_TRANSLATION,0,
934,DE,Unterrichtstheorie in Bilddokumenten des 15. bis 17. Jahrhunderts,Sabine Kirk,KEEP_CORE,0,
935,DE,Elf Freunde müßt ihr sein. Fußballbuch.,Sammy Drechsel,KEEP_CORE,0,
936,DE,Der kleine Pirat und das Seeungeheuer,Sarah Bosse,KEEP_CORE,0,
937,DE,Paul und Sina retten den Reiterhof,Sarah Bosse,KEEP_CORE,0,
938,DE,Zacharias Walfischzahn,Sigrid Heuck,KEEP_CORE,0,
939,DE,Das Ende Weimars in Exilroman,Sigrid Schneider,KEEP_CORE,0,
940,DE,Skurrile Quantenwelt,Silvia Arroyo Camejo,KEEP_CORE,0,
941,DE,Sprichwort und Sentenz im narrativen Kontext,Silvia Reuvekamp,KEEP_CORE,0,
942,DE,Von Newton zu Haller.,Simone DeAngelis,KEEP_CORE,0,
943,DE,Vergleich der politischen Theorie und der politischen Systeme des Althusius mit der EU,Stefan Hohberger,KEEP_CORE,0,
944,DE,Die Versorgung des päpstlichen Hofes in Avignon mit Lebensmitteln (1316 - 1378).,Stefan Weiß,KEEP_CORE,0,
945,DE,Oswald Oberhuber,Stephan Ettl,KEEP_CORE,0,
946,DE,Geophilosophie. Neitzsches philosophische Geographie.,Stephan Günzel,KEEP_CORE,0,
947,DE,Vom König zum Führer,Stephan Malinowski,KEEP_CORE,0,
948,DE,Die Münzen der Römischen Republik und ihre Bildquellen,Stephanie Böhm,KEEP_CORE,0,
949,DE,Hagiographie im Kontext,Stephanie Coue,KEEP_CORE,0,
950,DE,Bitte streicheln Sie hier. Erotische Geschichten.,Susann Rehlein,KEEP_CORE,0,
951,DE,FrauenLeben. Ein Lesebuch.,Susanne Gretter,KEEP_CORE,0,
952,DE,"Sei nicht traurig, Monty Maulwurf",Susanne Mais | Greta Carolat,KEEP_CORE,0,
953,DE,Homo democraticus. Demokratische Tugenden in der Ideengeschichte.,Sven-Uwe Schmitz,KEEP_CORE,0,
954,DE,Werbung und Kunst,Sylvia Meffert,KEEP_CORE,0,
955,DE,Die Story Von Monty Spinner-Ratz,T. Seidler,KEEP_CORE,0,
956,DE,Die Spur des Medaillons. Roman.,Tania Schlie,KEEP_CORE,0,
957,DE,"Das ""genie,"" roman.",Theodore Dreiser,KEEP_TRANSLATION,0,
958,DE,Das Buch über mich selbst,Theodore Dreiser,KEEP_TRANSLATION,0,
959,DE,Der financier.,Theodore Dreiser,KEEP_TRANSLATION,0,
960,DE,Der Titan,Theodore Dreiser,KEEP_TRANSLATION,0,
961,DE,Der unentwegte,Theodore Dreiser,KEEP_TRANSLATION,0,
962,DE,Eine amerikanische Tragödie,Theodore Dreiser,KEEP_TRANSLATION,0,
963,DE,Jennie Gerhardt.,Theodore Dreiser,KEEP_TRANSLATION,0,
964,DE,"Schwester Carrie, roman.",Theodore Dreiser,KEEP_TRANSLATION,0,
965,DE,Zwischen Reeducation und Politischer Philosophie. Der Aufbau der Politischen Wissenschaft in München nach 1945.,Thies Marsen,KEEP_CORE,0,
966,DE,Staatsdenken im China der Republikzeit (1912-1949),Thomas Fröhlich,KEEP_CORE,0,
967,DE,Die Kirche der Väter,Thomas Graumann,KEEP_CORE,0,
968,DE,Aristotelische Diskurse.,Thomas Gutschker,KEEP_CORE,0,
969,DE,"Der Wissenschaftliche Standpunkt Der Theologie Isaak August Dorners (Theologische Bibliothek Topelmann , Vol 78)",Thomas Koppehl,KEEP_CORE,0,
970,DE,Uneigentliches Sprechen und Bildermischung in den Elegien des Properz (Untersuchungen Zur Antiken Literatur Und Geschichte),Thomas Riesenweber,KEEP_CORE,0,
971,DE,Philosophische Physiologie,Thomas S. Hoffmann,KEEP_CORE,0,
972,DE,Aisthesis Vor Platon,Thomas Schirren,KEEP_CORE,0,
973,DE,Die Geburt der Humanität,Thomas Vogl,KEEP_CORE,0,
974,DE,Reisen in Das Befremdliche Pompeji,Thorsten Fitzon,KEEP_CORE,0,
975,DE,Religionsunterricht und Dialog,Thorsten Knauth,KEEP_CORE,0,
976,DE,Das dunkle Herz.,Timothy Findley,KEEP_TRANSLATION,0,
977,DE,Der Gesandte,Timothy Findley,KEEP_TRANSLATION,0,
978,DE,Die letzte Flut,Timothy Findley,KEEP_TRANSLATION,0,
979,DE,Die Tochter des Klavierspielers.,Timothy Findley,KEEP_TRANSLATION,0,
980,DE,Im Herzen der Lüge.,Timothy Findley,KEEP_TRANSLATION,0,
981,DE,Krieg und die Kröte,Timothy Findley,KEEP_TRANSLATION,0,
982,DE,Mauberleys Ende,Timothy Findley,KEEP_TRANSLATION,0,
983,DE,Horror Vacui,Tina Uebel,KEEP_CORE,0,
984,DE,Science Fiction als Social Fiction - Das gesellschaftliche Potential eines Unterhaltungsgenres (Science-Fiction-Studien),Torben Schröder,KEEP_CORE,0,
985,DE,Gesichter,Tove Ditlevsen,KEEP_TRANSLATION,0,
986,DE,Der Radikale Konstruktivismus,Ulf Dettmann,KEEP_CORE,0,
987,DE,Mensch - Natur - Gott. Naturwissenschaftliche Beiträge und theologische Erträge.,Ulrich Lüke,KEEP_CORE,0,
988,DE,Urkunde Und Experiment,Ulrich Moustakas,KEEP_CORE,0,
989,DE,Lanzelet,Ulrich von Zatzikhoven,KEEP_CORE,0,
990,DE,"Lothringen. Kunst - Reiseführer. Zwischen Vogesen und Champagne, an Maas und Mosel.",Uwe Anhäuser,KEEP_CORE,0,
991,DE,Auslieferung und Europäischer Haftbefehl,Verena Murschetz,KEEP_CORE,0,
992,DE,Elitenvertrauen und Demokratie. Zur Akzeptanz gesellschaftlicher Führungskräfte im vereinten Deutschland,Viktoria Kaina,KEEP_CORE,0,
993,DE,Dinge und Undinge,Vilém Flusser,KEEP_CORE,0,
994,DE,"Grundkurs Statistik in den Sozialwissenschaften. Eine leicht verständliche, anwendungsorientierte Einführung in das sozialwissenschaftlich notwendige statistische Wissen.",Volker Müller-Benedict,KEEP_CORE,0,
995,DE,Menschliche Körper in Bewegung. Philosophie Modelle und Konzepte der Sportwissenschaft.,Volker Schürmann,KEEP_CORE,0,
996,DE,DuMont Schnellkurs Barock.,Volker Zähme,KEEP_CORE,0,
997,DE,"Kandide, oder, Die beste Welt",Voltaire,KEEP_TRANSLATION,0,
998,DE,"Philipp Von Zesen, Samtliche Werke",Von Ferdinand Van Ingen,KEEP_CORE,0,
999,DE,Die Entwicklung des neuen Strukturalismus seit 1973,"W., Stegmüller",KEEP_CORE,0,
1000,DE,Kommunikation und Marketing für Kulturprojekte.,Walter Boris Fischer,KEEP_CORE,0,
1001,DE,Doppelgänger Geschichten. Ein literarisches Lesebuch.,Walter Rösler,KEEP_CORE,0,
1002,DE,"Komik in Den Romanen George Eliots (Bochumer Anglistische Studien Bochum Studies in English Band, 19)",Werner Schafer,KEEP_CORE,0,
1003,DE,Perspektivitat Und Sprache,Wilhelm Koller,KEEP_CORE,0,
1004,DE,Wigalois (De Gruyter Texte),Wirnt Von Grafenberg,KEEP_CORE,0,
1005,DE,Von Rodin Bis Baselitz,Wolfgang Bruckle,KEEP_CORE,0,
1006,DE,"Chronologie Der Didrachmenpragung Von Tarent 510-280 V.Chr (Antike Munzen Und Geschnittene Steine, 14)",Wolfgang Fischer-Bossert,KEEP_CORE,0,
1007,DE,Ordnungspolitisches Konzept der Regionalpolitik,Wolfgang Grimme,KEEP_CORE,0,
1008,DE,"Geschichte der Philosophie, in 12 Bdn., Bd.8, Die Philosophie der Neuzeit",Wolfgang. Röd,KEEP_CORE,0,
1009,DE,Die römische Armee. Von Augustus zu Konstantin d. Gr.,Yann le Bohec,KEEP_TRANSLATION,0,
1010,NL,Babi Jar,A. Anatoliĭ,KEEP_TRANSLATION,0,
1011,NL,De strijd voor harmonie,A. H Bornebroek,KEEP_CORE,0,
1012,NL,Gids van de archieven van de christelijke vakbeweging in Nederland,A. H Bornebroek,KEEP_CORE,0,
1013,NL,De Americaensche zee-roovers.,A. O. (Alexandre Olivier) Exquemelin,KEEP_CORE,0,
1014,NL,Politeia.,A. Vloemans,KEEP_CORE,0,
1015,NL,Van Artsenijmengkunde Naar artsenijbereidkunde. Ontwikkelingen van de Nederlandse farmacie in de negentiende eeuw.,A.I. Bierman,KEEP_CORE,0,
1016,NL,De ziel en haar voertuig,A.P Bos,KEEP_CORE,0,
1017,NL,Hoe de zoon van den pionier President werd,Aart Cornelis de Zwart,KEEP_CORE,0,
1018,NL,Rudolf de Mepse,Ab Visser,KEEP_CORE,0,
1019,NL,Manon Lescaut,Abbé Prévost,KEEP_TRANSLATION,0,
1020,NL,Antirevolutionaire staatkunde,Abraham Kuyper,KEEP_CORE,0,
1021,NL,De overheid,Abraham Kuyper,KEEP_CORE,0,
1022,NL,Variabelen en modellen,Ad Nooij,KEEP_CORE,0,
1023,NL,Brigitta,Adalbert Stifter,KEEP_TRANSLATION,0,
1024,NL,Gestolen leven,Adam Johnson,KEEP_TRANSLATION,0,
1025,NL,Het boek van Ye Ye,Adeline Yen Mah,KEEP_TRANSLATION,0,
1026,NL,De droom van de helden,Adolfo Bioy Casares,KEEP_TRANSLATION,0,
1027,NL,Geschiedkundige aanteekeningen over Haarlemsche schilders: en andere ...,Adriaan van der Willigen,KEEP_CORE,0,
1028,NL,Notities van een landstormman,Adrianus Michael de Jong,KEEP_CORE,0,
1029,NL,Invoer te lande verboden,Agnes Lewe,KEEP_CORE,0,
1030,NL,De Goddemaers,"Aken, Piet van",KEEP_CORE,0,
1031,NL,De hoogtewerkers,"Aken, Piet van",KEEP_TRANSLATION,0,
1032,NL,Onderbroek (Vieze Rik),Alan MacDonald,KEEP_TRANSLATION,0,
1033,NL,De mens in opstand,Albert Camus,KEEP_TRANSLATION,0,
1034,NL,De pest,Albert Camus,KEEP_TRANSLATION,0,
1035,NL,De val,Albert Camus,KEEP_TRANSLATION,0,
1036,NL,De Vreemdeling,Albert Camus,KEEP_TRANSLATION,0,
1037,NL,Relativiteit,Albert Einstein,KEEP_TRANSLATION,0,
1038,NL,Een geschiedenis van het lezen,Alberto Manguel,KEEP_TRANSLATION,0,
1039,NL,George,Alex Gino,KEEP_TRANSLATION,0,
1040,NL,De 'joodse' Rembrandt,Alexander-Knotter,KEEP_CORE,0,
1041,NL,Reached (Matched trilogie),Ally Condie,KEEP_TRANSLATION,0,
1042,NL,Blauwe Maan,Alyson Noël,KEEP_TRANSLATION,0,
1043,NL,Ik heet Karmozijn,Amankeldī Qūrmet | Orhan Pamuk,KEEP_TRANSLATION,0,
1044,NL,In de wouden van de nacht,Amelia Atwater-Rhodes,KEEP_TRANSLATION,0,
1045,NL,Catalogus van boeken en tijdschriften der handels-economische bibliotheek,Amsterdam. Openbare Leeszaal en Bibliotheek. Handels-Economische Bibliotheek,KEEP_CORE,0,
1046,NL,Hollandse en Vlaamse veduteschilders te Rome 1675-1725,An Zwollo,KEEP_CORE,0,
1047,NL,Het fatale zwijgen,Andreas Eschbach,KEEP_TRANSLATION,0,
1048,NL,"Artemis Fowl, het Arctische incident",Andrew Donkin | Eoin Colfer,KEEP_TRANSLATION,0,
1049,NL,Oorlogswond,Andy McNab,KEEP_TRANSLATION,0,
1050,NL,The Hate U Give,Angie Thomas | Angie Thomas,KEEP_TRANSLATION,0,
1051,NL,Bergen (Dossier aarde),Anita Ganeri,KEEP_TRANSLATION,0,
1052,NL,De Koran en de islam (Heilige teksten),Anita Ganeri,KEEP_TRANSLATION,0,
1053,NL,Ik schrijf ... verslagen,Anita Ganeri,KEEP_TRANSLATION,0,
1054,NL,Mexico,Anita Ganeri,KEEP_TRANSLATION,0,
1055,NL,Het verlangen.,Anita Shreve,KEEP_TRANSLATION,0,
1056,NL,Het ijs,Anna Kavan,KEEP_TRANSLATION,0,
1057,NL,Julia en de bazooka : en andere verhalen,Anna Kavan,KEEP_TRANSLATION,0,
1058,NL,Het wintergewelf,Anne Michaels,KEEP_TRANSLATION,0,
1059,NL,De jaren,Annie Ernaux,KEEP_TRANSLATION,0,
1060,NL,De Pallisers,Anthony Trollope,KEEP_TRANSLATION,0,
1061,NL,Nachtvlucht,Antoine de Saint-Exupéry,KEEP_TRANSLATION,0,
1062,NL,Populisme als politiek drijfzand,Anton C. Zijderveld,KEEP_CORE,0,
1063,NL,De sprookjesverteller,Antonia Michaelis,KEEP_TRANSLATION,0,
1064,NL,De cellulaire gevangenisstraf voor jeugdige misdadigers in Nederland ...,Antonie Hendrik Büchler,KEEP_CORE,0,
1065,NL,De verbeeldingswereld van Edgar Allan Poe en enkele tijdgenoten.,Arie Nicolaas Jan den Hollander,KEEP_CORE,0,
1066,NL,De god van kleine dingen,Arundhati Roy,KEEP_TRANSLATION,0,
1067,NL,In schemerland,Astrid Lindgren,KEEP_TRANSLATION,0,
1068,NL,Lotta uit de Kabaalstraat,Astrid Lindgren,KEEP_TRANSLATION,0,
1069,NL,Rasmus en de landloper,Astrid Lindgren,KEEP_TRANSLATION,0,
1070,NL,Ronja de roversdochter,Astrid Lindgren,KEEP_TRANSLATION,0,
1071,NL,Sterfelijk zijn,Atul Gawande,KEEP_TRANSLATION,0,
1072,NL,Pip en Posy in de sneeuw,Axel Scheffler,KEEP_TRANSLATION,0,
1073,NL,Beleidseconomie,Barbara Baarsma,KEEP_CORE,0,
1074,NL,De sociale cohesie voorbij,Bas van Stokkom,KEEP_CORE,0,
1075,NL,De filosofie van het Belcampisme.,Belcampo,KEEP_CORE,0,
1076,NL,Werktitel,Ben Van Melick,KEEP_CORE,0,
1077,NL,De oudste Middelnederlandse vertaling van de Regula S[ancti] Benedicti,"Benedict Saint, Abbot of Monte Cassino. | Benedict Saint, Abbot of Monte Cassino",KEEP_CORE,0,
1078,NL,"Abela, het meisje dat leeuwen zag",Berlie Doherty,KEEP_TRANSLATION,0,
1079,NL,De huurders,Bernard Malamud,KEEP_TRANSLATION,0,
1080,NL,De Elfen,Bernhard Hennen | James A. Sullivan,KEEP_TRANSLATION,0,
1081,NL,Het eerste weekend,Bernhard Schlink,KEEP_TRANSLATION,0,
1082,NL,Autobiografie.,Bertrand Russell,KEEP_TRANSLATION,0,
1083,NL,Het ABC van de relativiteit.,Bertrand Russell,KEEP_TRANSLATION,0,
1084,NL,Rikkie en jijn vriendjes,Beverly Cleary,KEEP_TRANSLATION,0,
1085,NL,Rikkie en Ripsie,Beverly Cleary,KEEP_TRANSLATION,0,
1086,NL,Gedachten in glas,Beáta Balgavá,KEEP_CORE,0,
1087,NL,Een heel kleine geschiedenis van bijna alles,Bill Bryson,KEEP_TRANSLATION,0,
1088,NL,Een huis vol,Bill Bryson,KEEP_TRANSLATION,0,
1089,NL,Voorspel en voorspelling,"Blijstra, Reinder",KEEP_CORE,0,
1090,NL,Drie modellen van het menselijk handelen,Bransen J.,KEEP_CORE,0,
1091,NL,"Dank je wel, lekker brood!",Brigitte Weninger,KEEP_TRANSLATION,0,
1092,NL,Johanna de Waanzinnige,"Brouwer, Johannes",KEEP_CORE,0,
1093,NL,Inleiding tot de taal-philosophie,C. F. P. Stutterheim,KEEP_CORE,0,
1094,NL,Nederlands cartesianisme,C. Louise Thijssen-Schoute,KEEP_CORE,0,
1095,NL,Grammaticale interpretatie van zeventiende-eeuwse teksten,C. van de Ketterij,KEEP_CORE,0,
1096,NL,Geschiedenis van de seksuele normen,C. van Emde Boas,KEEP_CORE,0,
1097,NL,Sterk en zwak,Camilla De la Bédoyère,KEEP_TRANSLATION,0,
1098,NL,Van ei tot haai,Camilla De la Bédoyère,KEEP_TRANSLATION,0,
1099,NL,CARRIES DAGBOEKEN,Candace Bushnell,KEEP_TRANSLATION,0,
1100,NL,Zomer & de City,Candace Bushnell,KEEP_TRANSLATION,0,
1101,NL,Op het kruispunt van de politiek,Carl Devos,KEEP_CORE,0,
1102,NL,Pinocchio,Carlo Collodi,KEEP_TRANSLATION,0,
1103,NL,Het hart is een havik,Carson McCullers,KEEP_TRANSLATION,0,
1104,NL,Stad van gevallen engelen,Cassandra Clare,KEEP_TRANSLATION,0,
1105,NL,Stad van glas,Cassandra Clare,KEEP_TRANSLATION,0,
1106,NL,"Ja, ja, ja",Cecily von Ziegesar,KEEP_TRANSLATION,0,
1107,NL,Antieke Oosterse tapijten uit de Collectie Van Aardenne.,"Centraal Museum (Utrecht, Netherlands)",KEEP_CORE,0,
1108,NL,De bloemen van het Kwaad,Charles Baudelaire,KEEP_TRANSLATION,0,
1109,NL,Onechte paradijzen,Charles Baudelaire,KEEP_TRANSLATION,0,
1110,NL,De Klok van Meester Humphrey,Charles Dickens,KEEP_TRANSLATION,0,
1111,NL,De Krekel achter de Haardplaat,Charles Dickens,KEEP_TRANSLATION,0,
1112,NL,Dombey en Zoon,Charles Dickens,KEEP_TRANSLATION,0,
1113,NL,Het Verlaten Huis,Charles Dickens,KEEP_TRANSLATION,0,
1114,NL,Martin Chuzzlewit,Charles Dickens,KEEP_TRANSLATION,0,
1115,NL,Mopes de kluizenaar,Charles Dickens,KEEP_TRANSLATION,0,
1116,NL,Nelly,Charles Dickens,KEEP_TRANSLATION,0,
1117,NL,Nikolaas Nickleby,Charles Dickens,KEEP_TRANSLATION,0,
1118,NL,Overdrukken,Charles Dickens,KEEP_TRANSLATION,0,
1119,NL,Schetsen uit Amerika en Tafereelen uit Italië,Charles Dickens,KEEP_TRANSLATION,0,
1120,NL,Tafereelen uit Italie,Charles Dickens,KEEP_TRANSLATION,0,
1121,NL,Onze wederzijdsche vriend,Charles Dickens | Margeret Tarner | Adam Leverton,KEEP_TRANSLATION,0,
1122,NL,Kleine Dorrit,Charles Dickens | Mary Sebag-Montefiore | Adam Leverton,KEEP_TRANSLATION,0,
1123,NL,"Een reiziger, die geen handel drijft",Charles Dickens | Pedro Tena,KEEP_TRANSLATION,0,
1124,NL,Dieren,Charlotte Guillain,KEEP_TRANSLATION,0,
1125,NL,Griekse krijgers,Charlotte Guillain,KEEP_TRANSLATION,0,
1126,NL,Water besparen,Charlotte Guillain,KEEP_TRANSLATION,0,
1127,NL,Voedsel voor kleine beestjes,Charlotte Guillain | Rebecca Rissman,KEEP_TRANSLATION,0,
1128,NL,De ontdekking van het onschuldige criminele kind,Chris Leonards,KEEP_CORE,0,
1129,NL,Het computertijdperk,Chris Oxlade,KEEP_TRANSLATION,0,
1130,NL,"Tegen Piso, voor Plancius, voor Rabirius, voor Milo",Cicero,KEEP_TRANSLATION,0,
1131,NL,Sterrekinderen.,Clara Asscher-Pinkhof,KEEP_CORE,0,
1132,NL,Clara's oorlog,Clara Kramer | Stephen Glantz,KEEP_TRANSLATION,0,
1133,NL,Badminton,Clive Gifford,KEEP_TRANSLATION,0,
1134,NL,Karate,Clive Gifford,KEEP_TRANSLATION,0,
1135,NL,De opbouw van de wetenschap,Cornelis Anthonie van Peursen,KEEP_CORE,0,
1136,NL,Historisch verhael en politique bedeckingen aengaende de bestieringe van staet-en oorloghs-saken,Cornelis de Witt,KEEP_CORE,0,
1137,NL,De nederlandsche scheeps-bouw-konst open gestelt,Cornelis van Eyk,KEEP_CORE,0,
1138,NL,De ogen van Plato,Cornelis Verhoeven,KEEP_CORE,0,
1139,NL,Kaputt,Curzio Malaparte,KEEP_TRANSLATION,0,
1140,NL,Het Verloren Symbool,Dan Brown,KEEP_TRANSLATION,0,
1141,NL,De ontdekkers,Daniel J. Boorstin,KEEP_TRANSLATION,0,
1142,NL,De scheppende mens,Daniel J. Boorstin,KEEP_TRANSLATION,0,
1143,NL,De weg van het hart,Danielle Steel,KEEP_TRANSLATION,0,
1144,NL,Erfenis,Danielle Steel,KEEP_TRANSLATION,0,
1145,NL,Familieband,Danielle Steel,KEEP_TRANSLATION,0,
1146,NL,Het einde van een zomer,Danielle Steel,KEEP_TRANSLATION,0,
1147,NL,Het warme Zuiden,Danielle Steel,KEEP_TRANSLATION,0,
1148,NL,Winnaars,Danielle Steel,KEEP_TRANSLATION,0,
1149,NL,Elke dag is er een / druk 4,Danielle Steel | Luis Murillo Fort,KEEP_TRANSLATION,0,
1150,NL,Het huis aan het strand,Daphne du Maurier,KEEP_TRANSLATION,0,
1151,NL,Mary Anne,Daphne du Maurier,KEEP_TRANSLATION,0,
1152,NL,Wat is de Wat,Dave Eggers,KEEP_TRANSLATION,0,
1153,NL,Zeitoun,Dave Eggers,KEEP_TRANSLATION,0,
