source_key,language,quality_bucket,quality_score,original_title,original_authors,rescue_state
/books/OL12674914M,DE,PROMISING,5,Geschichte im Fragment. Grundelemente einer Theologie der Geschichte.,Karl F. Grimmer,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12675207M,DE,PROMISING,5,Durchbruch der Tiefenphänomenologie. Die Neue Vorsokratik.,Jose Sanchez de Murillo,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12678459M,DE,PROMISING,5,Psychologie und Kunst,Wolfgang Tunner,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12679270M,DE,PROMISING,5,Mit Leier und Schwert. Die Habsburger und die Musik.,Elisabeth Theresia Hilscher,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12680579M,DE,PROMISING,5,Toleranz ohne Grenzen? Globale Realitäten und die politische Kultur der Schweiz.,Katja Gentinetta,NO_VALID_PHYSICAL_COVER
/books/OL12684251M,DE,PROMISING,5,Geschichten aus dem Bett.,Andre Herzberg,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12686919M,DE,PROMISING,5,Alkidamas,Ruth Mariß,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12686921M,DE,PROMISING,5,Der Dom von Münster in alten Ansichten.,Geza Jaszai,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12687077M,DE,PROMISING,5,"Pädagogisches Handeln bei Hugo Gaudig, Maria Montessori und Peter Petersen.",Leopold Kratochwil,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12689246M,DE,PROMISING,5,Beethoven. Leben und Werk des großen Komponisten. ( Biographie).,Felix Huch,NO_VALID_PHYSICAL_COVER
/books/OL12691522M,DE,PROMISING,5,Staat als Argument.,Christoph Möllers,NO_VALID_PHYSICAL_COVER
/books/OL12691899M,DE,PROMISING,5,'Nieder mit den schwarzen Paragrafenhengsten!',Erich Dittmann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12696718M,DE,PROMISING,5,SCHAUFENSTER KUNST; BERLIN UND NEW YORK,Nina Schleif,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12696728M,DE,PROMISING,5,Geschichtsbegriff und Historisches Denken bei Hannah Arendt.,Annette Vowinckel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12696767M,DE,PROMISING,5,Geschichte im Kulturprozess.,Jörn Rüsen,NO_VALID_PHYSICAL_COVER
/books/OL12696778M,DE,PROMISING,5,Die Bürgerbewegung in Dresden 1989/90.,Karin Urich,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12696801M,DE,PROMISING,5,"Bildung, Militär und Gesellschaft in Deutschland. Studien zur Entwicklung im 19. Jahrhundert.",Heinz Stübig,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12696813M,DE,PROMISING,5,Historische Orientierung.,Jörn Rüsen,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12696854M,DE,PROMISING,5,Berufsausbildung im Grossherzogum Baden,Robert Hasfeld,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12698756M,DE,PROMISING,5,Künstlerwanderungen nach Berlin. Vor Schinkel und danach.,Helmut Börsch-Supan,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12698758M,DE,PROMISING,5,Genealogie als Monument und Argument,Kilian Heck,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12698759M,DE,PROMISING,5,Lucas Cranach d. Ä. und der deutsche Humanismus,Edgar Bierende,NO_VALID_PHYSICAL_COVER
/books/OL12699625M,DE,PROMISING,5,Klopf nicht an diese Wand. Roman.,Mira Magen,NO_VALID_PHYSICAL_COVER
/books/OL12699987M,DE,PROMISING,5,denkmalimkopf.,Dörte Franke,NO_VALID_PHYSICAL_COVER
/books/OL12700077M,DE,PROMISING,5,Das vereinigte Paradies. Nachrichten vom ost-westlichen Divan.,Marcia Zuckermann,NO_VALID_PHYSICAL_COVER
/books/OL12700353M,DE,PROMISING,5,Die nackte Frau in der Kunst. Von der Antike bis zur Renaissance,Evangelia Kelperi,NO_VALID_PHYSICAL_COVER
/books/OL12703973M,DE,PROMISING,5,"Natur, Herrschaft, Recht. Das Recht der ersten Natur in der zweiten",Mathias Becker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12704008M,DE,PROMISING,5,Wissenschaft und Freiheit in der Risikogesellschaft. Eine grundrechtsdogmatische Untersuchung zum Normbereich von Art. 5 Abs. 3 Satz 1 des Grundgesetzes. (Schriften zum Öffentlichen Recht; SÖR 745),Ralf Kleindiek,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12704031M,DE,PROMISING,5,Die Zeitlichkeit des positiven Rechts und die Geschichtlichkeit des Rechtsbewusstseins,Stephan Kirste,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12704101M,DE,PROMISING,5,"Rechtsphilosophische Aspekte der ""Mauerschützen""-Prozesse. (Schriften zur Rechtstheorie; RT 189)",Knut Seidel,NO_MATCHING_WORK
/books/OL12704146M,DE,PROMISING,5,"Zeitgeschichtliche Forschungen, Bd.8, Vom sozialistischen Realismus zur Kunst im Sozialismus",Ulrike Goeschen,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12704307M,DE,PROMISING,5,Kritik der Verfassung Deutschlands. Hegels Vermächtnis 1801 und 2001. (Beiträge zur Politischen Wissenschaft; BPW 123),Werner Mäder,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12705944M,DE,PROMISING,5,Welten im Kopf. Das 20. Jahrhundert- Projekt,Ingeborg Breuer,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12710319M,DE,PROMISING,5,Eine Liebe in Afrika. Roman zum Film.,Julia Bach,NO_VALID_PHYSICAL_COVER
/books/OL12712906M,DE,STRONG,7,Die Luft an der Spitze des Pinsels. Kritische Spaziergänge durch Bildersäle.,Willibald Sauerländer,NO_VALID_PHYSICAL_COVER
/books/OL12713545M,DE,PROMISING,5,Erneuerungsversuch und Ende der Sowjetphilosophie in der Spatphase der Perestroika (Philosophische und soziologische Veroffentlichungen der Freien Universitat Berlin),Seong-Paik Lee,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12714639M,DE,PROMISING,5,Gemeinwohl und Gerechtigkeit.,Christian Kissling,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12714882M,DE,PROMISING,5,Montessori- Pädagogik in der Diskussion. Aktuelle Forschungen und internationale Entwicklungen.,Harald. Ludwig,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12726844M,DE,PROMISING,5,Gesprach Eines Philosophen,P Abailard,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12727380M,DE,PROMISING,5,"Die Kunst des Lebens. Aus seinen Werken, Briefen und Gesprächen.",Johann Wolfgang von Goethe,NO_VALID_PHYSICAL_COVER
/books/OL12736098M,DE,PROMISING,5,Literatur für das Philosophiestudium.,Norbert Retlich,NO_VALID_PHYSICAL_COVER
/books/OL12736136M,DE,PROMISING,5,Denker ohne Gott und Vater,Benjamin M. Schmidt,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12737780M,DE,PROMISING,5,"Picasso, Kokoschka und all die anderen... Meine abenteuerlichen Jahre für die Kunst.",Peter A. Ade,NO_VALID_PHYSICAL_COVER
/books/OL12737815M,DE,PROMISING,5,Silber im Saum.,Katja von Glan,NO_VALID_PHYSICAL_COVER
/books/OL12739173M,DE,PROMISING,5,Wissenschaftliches Arbeiten in Bibliotheken. Einführung für Studierende.,Harald Jele,NO_VALID_PHYSICAL_COVER
/books/OL12741493M,DE,PROMISING,5,Allein zu sein bedarf es wenig. Ein Lesebuch für Solitäre.,Petra Reinfelder,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12741943M,DE,PROMISING,5,Tropfen auf kalten Stein. Roman.,Ulla Schneider,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12742142M,DE,PROMISING,5,Die vierte Tochter. Kriminalroman.,Krystyna Kuhn,NO_VALID_PHYSICAL_COVER
/books/OL12742688M,DE,PROMISING,5,Wissen und Bewerten. Unterwegs zu einer Ethik der Naturwissenschaften.,Wedig Kolster,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12742758M,DE,PROMISING,5,Fluxus - Flirt - Feminismus? Carolee Schneemanns Körperkunst und die Avantgarde.,Anette Kubitza,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12742759M,DE,PROMISING,5,"Kunst am Computer. Ästhetik, Bildtheorie und Praxis des Computerbildes.",Karin Guminski,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12744172M,DE,PROMISING,5,All die schönen Sünden. Ein erotisches Lesebuch.,Bettina Hesse,NO_VALID_PHYSICAL_COVER
/books/OL12765484M,DE,PROMISING,5,Das Phaenomen Zeit in Kunst Und Wissenschaft (Acta Humaniora S.),Hannelore Paflik-Huber,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12765494M,DE,PROMISING,5,Der Abentheuerliche Simplicissimus Teutsch Und Continuatio DES Abentheuerlichen Simplicissimi,H J Von Grimmels,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12765529M,DE,PROMISING,5,Peter Behrens in Duesseldorf,Gisela Moeller,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12766518M,DE,PROMISING,5,Vom Wasser Band V90 1998,Fachgruppe,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12767683M,DE,PROMISING,5,"Biographisch-Literarisches Handwoerterbuch Der Exakten Band Viii, Teil 1 Installment 3",Johann Christian Poggendorff,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12770204M,DE,PROMISING,5,Moral und Erziehung in der pluralistischen Gesellschaft.,Hans-Joachim Werner,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12770214M,DE,PROMISING,5,"Transformation, Reflexion und Heterogenität.",Andreas Küker,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12811674M,DE,STRONG,7,Die Fälscherin,Beate Rygiert,NO_VALID_PHYSICAL_COVER
/books/OL12811711M,DE,PROMISING,5,Zwei hinterm Limes. Roman.,Peter Untucht,NO_VALID_PHYSICAL_COVER
/books/OL12812105M,DE,PROMISING,5,Der Brautmörder.,Beatrix Mannel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12816356M,DE,PROMISING,5,Der Klub der sieben Raben und die Petroglyphen. UNDERGROUND- Krimi.,Margit Grassi,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12820289M,DE,PROMISING,5,Geschichten schreiben mit Foucault.,Jürgen Martschukat,NO_VALID_PHYSICAL_COVER
/books/OL12820301M,DE,PROMISING,5,Bioethik,Johann S. Ach | Christa Runtenberg | Kurt Bayertz,NO_VALID_PHYSICAL_COVER
/books/OL12822238M,DE,PROMISING,5,Einsatz Neuer Technologien Im Bibliothekswesen,Ute Krauss-Leichert,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12823685M,DE,PROMISING,5,"Stephen King. Das Wunder, das Böse und der Tod.",Burkhard Müller,NO_VALID_PHYSICAL_COVER
/books/OL12826710M,DE,PROMISING,5,Vom Rand der Welt.,Christa Hein,NO_VALID_PHYSICAL_COVER
/books/OL12827140M,DE,PROMISING,5,Bewussteinskonflikte von Madchen im naturwissenschaftlichen Unterricht,Katrin Meuche,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827158M,DE,PROMISING,5,Vergleich von multivariaten statistischen Analyseverfahren und kunstlichen neuronalen Netzen zur Klassifikation bei Entscheidungsproblemen in der Wirtschaft (Schriften zur Wirtschaftsinformatik),Helge Petersohn,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827170M,DE,PROMISING,5,Social Support und Gesundheit bei alteren Frauen,Ute Zimmermann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827200M,DE,PROMISING,5,Alternativer Landbau Und Feministische Naturwissenschaftskritik,Maren Landschulze,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827226M,DE,PROMISING,5,Europaorientiertes Lernen und transnationale Integration,Peter Hellmann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827234M,DE,PROMISING,5,Determinanten der Effektivitat der Umweltpolitik,Christian Ricken,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827238M,DE,PROMISING,5,Sozialwissenschaftliche Methoden in der klinischen Forschung,Hans-Christian Waldmann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827312M,DE,PROMISING,5,Adaptive neuronale Netze zur Losung von Klassifikationsproblemen im Marketing,Andreas Polifke,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827367M,DE,PROMISING,5,"Die Akquisition Betriebswirtschaftlichen Wissens Zum Aufbau Von Wissensbasierten Entscheidungsunterstutzungssystemen (Europaische Hochschulschriften. Reihe V, Volks- Und Betriebs)",Detlev Frick,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827378M,DE,PROMISING,5,"Aspekte Des Raumes Und Ihre Bedeutung Im Werk Bernhard Heiligers (Europaische Hochschulschriften. Reihe XXVIII, Kunstgeschicht)",Stephan Diederich,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827415M,DE,PROMISING,5,Die Bekampfung der Steuerumgehung (Finanzwissenschaftliche Schriften),Ralf Oberheide,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827451M,DE,PROMISING,5,Erlebnispadagogik als Moglichkeit zur Kompensation von Verhaltensdefiziten,Heribert Felten,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827465M,DE,PROMISING,5,"Untersuchungen Zu Den Politika Des Aristoteles (Salzburger Studien Zum Europaischen Privatrecht,)",Markus Frank,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827524M,DE,PROMISING,5,Christliche Adversus-Judaeos-Bilder,Heinz Schrechenberg,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827553M,DE,PROMISING,5,Die Natur Und Ihr Gegenteil,Gunther Sandner,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827590M,DE,PROMISING,5,"Die Staatphilosophie Giovanni Gentiles Und Fie Versuche Ihrer Verwirklichung Im Faschistischen Italien (Frankfurter Kriminalwissenschaftliche Studien,)",Sebastian Schattenfroh,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827616M,DE,PROMISING,5,Wirtschaftliche Integration und Kooperation Im Asiatisch-Pazifischen Raum. die APEC,Antje Marielle Gerhold,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827634M,DE,PROMISING,5,Tizian in England,Sophie Reinhardt,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827658M,DE,PROMISING,5,Eliten,Harald Leipertz,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827751M,DE,PROMISING,5,Umweltbewubsein Und Umwelthandeln Turkischer Und Deutscher Schulerinnen Und Schuler der 3. Und 4. Grundschulklasse,Kathrin Maack-Rheinlander,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827800M,DE,PROMISING,5,Gemalte Leere,Karen Bork,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827827M,DE,PROMISING,5,Amor Hypermedialis: Logiken der Liebe Im Spanischen Gegenwartsroman,Peter Schonbach | Peter Schönberger,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827866M,DE,PROMISING,5,Wissensvermittlung Durch Sprache Und Bild,Ortrun Hanna,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827882M,DE,PROMISING,5,Kunst- Und Kulturraub Im Zweiten Weltkrieg,Natalia Volkert,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827913M,DE,PROMISING,5,Das Kunstmuseum ALS Paedagogische Herausforderung,Irit Wyrobnik,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12827917M,DE,PROMISING,5,Picasso Und Spanien,Silke Immenga,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828061M,DE,PROMISING,5,Die Geburt Der Hermeneutik Aus Dem Geist Der Politik,Marion George,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828200M,DE,PROMISING,5,Geschichtstexte Verstehen in Einer Anderen Sprache,Johannes Doll,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828257M,DE,PROMISING,5,Entwicklung Des Physik- Bzw. Technik-begriffs In Der Griechischen Naturphilosophie,Konstantinos Andreou,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828286M,DE,PROMISING,5,Wissenschaft Durch Wechselwirkung,Peter Ploger,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828404M,DE,PROMISING,5,Das Spiel Der Interessen,Uwe Saint-Mont,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828517M,DE,PROMISING,5,"Portugiesisch, Papiamentu",Gabriele Blaikner-Hohenwart,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828543M,DE,PROMISING,5,Der Krieg Im Bild - Bilder Vom Krieg,Arbeitskreis Historische Bildforschung,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828587M,DE,PROMISING,5,Romanische Kunst Als Politische Propaganda Im Erzbistum Lund Wahrend Der Waldemarzeit,Werner Steinwarder,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828606M,DE,PROMISING,5,Zwischen Den Stuhlen,Eva Studinger,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828668M,DE,PROMISING,5,Erzahlte Aufklarung,Mirja Lecke,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828675M,DE,PROMISING,5,Wegekostenfinanzierung Und Lenkung Im Deregulierten Europaischen Verkehrsmarkt (Cege-Schriften),Axel Hennighausen,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828749M,DE,PROMISING,5,Zu Text Und Bild Bei Leonardo Da Vinci: Eine Mediengeschichtliche Kritik Des Einsatzes Verbaler Und Visueller Darstellungsmittel in Der Italienischen (Europaische Hochschulschriften: Reihe),Jorg Bittner,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12828764M,DE,PROMISING,5,Eindimensionale Skalogramm-Analyse (Europaische Hochschulschriften),Thomas Staufenbiel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829001M,DE,PROMISING,5,Die Verwaltete Kunst,Markus Thiel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829056M,DE,PROMISING,5,Der Prufungsumfang Des Bundesverfassungsgerichts Bei Verfassungsbeschwerden Am Beispiel Der Kunstfreiheitsrechtsprechung,Stephanie Vogel,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829103M,DE,PROMISING,5,Die Polnische Telekommunikation Vor Dem Eu-beitritt,Malgorzata Stankiewicz,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829259M,DE,PROMISING,5,Hermann Hesses Kunstauffassung Auf Der Grundlage Seiner Rezeptionshaltung,Heiko Groger,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829311M,DE,PROMISING,5,Kulturguterschutz Im Internationalen Recht Unter Besonderer Berucksichtigung Der Deutsch-russischen Beziehungen,Eva Stumpf,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829333M,DE,PROMISING,5,Tempusfunktionen In Texten,Hyun-Sun Park,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829466M,DE,PROMISING,5,Die Soziogenese Des Altagyptischen Staates in Komparativer Perspektive,Ingrid El Masry,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829575M,DE,PROMISING,5,Argumentation In Der Erst- Und Fremdsprache,Dalia Ohlinger,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829608M,DE,PROMISING,5,Sekundare Bedeutungen Von Nationalitats- Und Landerbezeichnungen Im Deutschen Und Polnischen,Barbara Komenda,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829636M,DE,PROMISING,5,Integrative Darstellung Englischer Serviceinteraktionen,Birte Bos,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829695M,DE,PROMISING,5,"Asem (asia-europe Meeting): Bestandsaufnahme, Moglichkeiten Und Grenzen Einer Interregionalen Kooperation (Europaische Hochschulschriften: Reihe 31, Politikwissenschaf)",Andreas Pareira,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829715M,DE,PROMISING,5,"Eine Grammatik Für Lernende Unter Funktional-kommunikativem Blickwinkel: Bindeglied Zwischen Linguistik, Psychologie Und Fremdsprachendidaktik",Yvette Verbeeck,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829731M,DE,PROMISING,5,Regionalisierung Und Politische Bewubtseinsbildung,Wolfram Bracher,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829741M,DE,PROMISING,5,Tradition Im Ubergang,Andreas Beilmann,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829763M,DE,PROMISING,5,"We, On Death Row - Der Tod Steht Ihnen Gut",Sandra Muller,NO_LANGUAGE_EDITION_WITH_COVER
/books/OL12829776M,DE,PROMISING,5,Barlach Und Die Avantgarde,Andrea Fromm,NO_LANGUAGE_EDITION_WITH_COVER
