source_key,language,quality_bucket,quality_score,preservation_reason,original_title,original_authors,original_isbn,original_publication_year,original_publisher,rescue_state,candidate_count,error
/books/OL12846175M,NL,PROMISING,5,EDITORIAL_CORE,GOODNIGHT IRENE,Didier Pontzeele,9789058680198,2004,De Krijger,NO_MATCHING_EDITION,0,
/books/OL12846254M,NL,PROMISING,5,EDITORIAL_CORE,Canada En Noord-Brabant,J. A. F. M. Luitjten,9789059110618,2002,"Aspekt,The Netherlands",NO_MATCHING_EDITION,0,
/books/OL12846330M,NL,PROMISING,5,EDITORIAL_CORE,Ziek of Schuldig?,F. Koenraadt,9789060008379,1991,Editions Rodopi,NO_MATCHING_EDITION,0,
/books/OL12846528M,NL,PROMISING,5,EDITORIAL_CORE,Politieverzet in Haarlem,G. E Hartendorf,9789060763896,1995,De Vrieseborch,NO_MATCHING_EDITION,0,
/books/OL12846530M,NL,PROMISING,5,EDITORIAL_CORE,Vitae Vesper,A. E. C Lindijer,9789060764534,1998,De Vrieseborch,NO_MATCHING_EDITION,0,
/books/OL12846558M,NL,PROMISING,5,EDITORIAL_CORE,Nette meisjes gevraagd,Freek Baars,9789060974575,1997,Schuyt,NO_MATCHING_EDITION,0,
/books/OL12846747M,NL,PROMISING,5,EDITORIAL_CORE,Maakbaarheid en normativiteit,Marin Terpstra,9789061686170,1997,Sun,NO_MATCHING_EDITION,0,
/books/OL12847883M,NL,PROMISING,5,EDITORIAL_CORE,Fahrenheit's Letters to Leibniz and Boerhaave,P. Van Der Star,9789062035861,1984,Editions Rodopi,NO_MATCHING_EDITION,0,
/books/OL12847910M,NL,PROMISING,5,EDITORIAL_CORE,Het Coolsingelziekenhuis Te Rotterdam (1839-1900). De ontwikkeling van een stedelijk ziekenhuis in de 19e eeuw.,M.J. van Lieburg,9789062038589,1986,Rodopi Bv Editions,NO_MATCHING_EDITION,0,
/books/OL12847954M,NL,PROMISING,5,EDITORIAL_CORE,Een afwijkend patroon,Janneke Plantenga,9789062222537,1993,SUA,NO_MATCHING_EDITION,0,
/books/OL12847968M,NL,PROMISING,5,EDITORIAL_CORE,Uitgeschreven of afgeschreven?,Rik van Berkel,9789062243440,1996,J. Van Arkel,NO_MATCHING_EDITION,0,
/books/OL12847979M,NL,STRONG,7,EDITORIAL_CORE,"Wilhelm Hibbeln, de glasmof",J. G Hibbeln,9789062243907,1995,Van Arkel,NO_MATCHING_EDITION,0,
/books/OL12848121M,NL,PROMISING,5,EDITORIAL_CORE,Hofjes met perspectief,N. Y Schuijt-Lucassen,9789062830763,1997,Coutinho,NO_MATCHING_EDITION,0,
/books/OL12848227M,NL,PROMISING,5,EDITORIAL_CORE,Na Renault is niemand nog veilig,Stan Vanhulle,9789064450495,1997,EPO,NO_MATCHING_EDITION,0,
/books/OL12848303M,NL,PROMISING,5,EDITORIAL_CORE,Chaerte vande Vrye Heerlickheydt Warmondt,Johan Dou,9789064695919,1985,"In samenwerking met Historisch Genootschap ""Warmelda""",NO_MATCHING_EDITION,0,
/books/OL12848305M,NL,PROMISING,5,EDITORIAL_CORE,Prins Maurits' kaart van Rijnland en omliggend gebied,Floris Balthasar,9789064696435,1989,Canaletto,NO_MATCHING_EDITION,0,
/books/OL12848321M,NL,PROMISING,5,EDITORIAL_CORE,Honderduit,Tom Weerheijm,9789064812699,1998,Kwadraat,NO_MATCHING_EDITION,0,
/books/OL12848410M,NL,PROMISING,5,EDITORIAL_CORE,"Conservare Jura (Publicaties Van Het Gerard Noodt Instituut, Rechtshistorisch)",P. Neve,9789065443700,1988,Springer,NO_MATCHING_EDITION,0,
/books/OL12848584M,NL,PROMISING,5,EDITORIAL_CORE,Bonis in bonum,K. J. S Bostoen,9789065501554,1998,Verloren,NO_VALID_PHYSICAL_COVER,1,
/books/OL12848599M,NL,PROMISING,5,EDITORIAL_CORE,Van 'vulliscuyl' tot huisvuilcentrale,G.N.M Vis,9789065505293,1996,Verloren,NO_VALID_PHYSICAL_COVER,1,
/books/OL12848600M,NL,PROMISING,5,EDITORIAL_CORE,Complexe consensus,Tity de Vries,9789065505316,1996,Verloren,NO_MATCHING_EDITION,0,
/books/OL12848624M,NL,PROMISING,5,EDITORIAL_CORE,"Ideologisch debat en politieke strijd over het corporatisme tijdens het interbellum in Belgie (Verhandelingen van de Koninklijke Academie voor Wetenschappen, ... Kunsten van Belgie, Klasse der Letteren)",Dirk Luyten,9789065696458,1996,KAWLSK,NO_MATCHING_EDITION,0,
/books/OL12848722M,NL,PROMISING,5,EDITORIAL_CORE,Verzorgd of zelfstandig,Monique Stavenuiter,9789066304307,1993,Waanders,NO_MATCHING_EDITION,0,
/books/OL12848741M,NL,PROMISING,5,EDITORIAL_CORE,Voor de jeugd van tegenwoordig,Jan-Paul Verkaik,9789066651944,1996,SWP,NO_MATCHING_EDITION,0,
/books/OL12848747M,NL,PROMISING,5,EDITORIAL_CORE,Jeugdzorg,C. P. G Tilanus,9789066652453,1998,SWP,NO_MATCHING_EDITION,0,
/books/OL12848757M,NL,PROMISING,5,EDITORIAL_CORE,De 17de-eeuwse kaart van de goederen van de landkommanderij Alden Biesen (Limburgse documenten I),L Allemeersch,9789066850972,1989,"Provincie Limburg, Culturele Aangelegenheden",NO_MATCHING_EDITION,0,
/books/OL12848763M,NL,PROMISING,5,EDITORIAL_CORE,Met den koorde of door het zwaard,Dick Schluter,9789066930674,1994,Twents-Gelderse Uitgeverij-De Bruyn,NO_MATCHING_EDITION,0,
/books/OL12848769M,NL,PROMISING,5,EDITORIAL_CORE,De macht van het idee,G. A. van der List,9789066951174,1995,"DSWO Press, Rijksuniversiteit Leiden",NO_MATCHING_EDITION,0,
/books/OL12848816M,NL,PROMISING,5,EDITORIAL_CORE,"Waag veel, riskeer niets!",Piet L Koppen,9789067074520,1997,De Bataafse Leeuw,NO_MATCHING_EDITION,0,
/books/OL12848847M,NL,PROMISING,5,EDITORIAL_CORE,Hof en handel. Aziatische vorsten en de VOC 1620-1720,E. en P. RIETBERGEN. (Red.). LOCHER-SCHOLTEN,9789067182317,2004,KITLV,NO_MATCHING_EDITION,0,
/books/OL12848871M,NL,PROMISING,5,EDITORIAL_CORE,Een geschiedenis van verloren illusies,Ton Geurtsen,9789067280624,1994,Rode Emma,NO_MATCHING_EDITION,0,
/books/OL12849520M,NL,PROMISING,5,EDITORIAL_CORE,Cijfers en hun achterliggende realiteit. De MTMM-kwaliteitsparameters op hun kwaliteit onderzocht,Hilde De Wit,9789067841092,1994,"Katholieke Universiteit Leuven, Faculteit Sociale Wetenschappen, Departement Sociologie",NO_MATCHING_EDITION,0,
/books/OL12849549M,NL,PROMISING,5,EDITORIAL_CORE,Albert Heijn,Albert Heijn,9789068015386,1997,De Prom,NO_MATCHING_EDITION,0,
/books/OL12849680M,NL,PROMISING,5,EDITORIAL_CORE,Bedoeïenen en oliemagnaten aan de Golf.,Hernalsteen H.,9789068311266,1988,Peeters,NO_MATCHING_EDITION,0,
/books/OL12849826M,NL,PROMISING,5,EDITORIAL_CORE,De eucharistische vroomheid en het feest van Sacramentsdag in de Nederlanden tijdens de Late Middeleeuwen (Miscellanea Neerlandica),Charles M. A Caspers,9789068314243,1992,Peeters,NO_MATCHING_EDITION,0,
/books/OL12849867M,NL,PROMISING,5,EDITORIAL_CORE,"Antwerpen, internationaal uitgeverscentrum van devotieprenten",Alfons K. L Thijs,9789068315059,1993,Peeters,NO_MATCHING_EDITION,0,
/books/OL12849903M,NL,PROMISING,5,EDITORIAL_CORE,Over Brabant Geschreven. Handschriften En Archivalische Bronnen in de Tilburgse Universiteitsbibliotheek. Deel 2,Katholieke Universiteit Brabant,9789068315677,1994,Peeters,NO_MATCHING_EDITION,0,
/books/OL12849982M,NL,PROMISING,5,EDITORIAL_CORE,Vorst en onderdaan. Studies over Holland en Zeeland in de late middeleeuwen.,Smit J.G.,9789068317152,1995,Peeters,NO_MATCHING_EDITION,0,
/books/OL12849991M,NL,PROMISING,5,EDITORIAL_CORE,De paleografie van de documentaire bronnen in Holland en Zeeland in de dertiende eeuw. 2. Bijlagen,Burgers J.W.J.,9789068317367,1995,Peeters,NO_MATCHING_EDITION,0,
/books/OL12850181M,NL,PROMISING,5,EDITORIAL_CORE,Suriname Free - 25 November 1975,Roy Tjin,9789068321999,2000,Koninklijk Instituut Voor de Tropen,NO_VALID_PHYSICAL_COVER,1,
/books/OL12850331M,NL,PROMISING,5,EDITORIAL_CORE,"Opvoeden tot sociale verantwoordelijkheid: De verzoening van wetenschap, ethiek en sekse in het sociaal werk in Nederland rond de eeuwwisseling (IISG: studies + essays)",Liesbeth Bervoets,9789068610864,1994,Stichting Beheer IISG,NO_MATCHING_EDITION,0,
/books/OL12850332M,NL,PROMISING,5,EDITORIAL_CORE,De levenbrengsters,Marijke Mossink,9789068611069,1995,Stichting Beheer IISG,NO_MATCHING_EDITION,0,
/books/OL12850341M,NL,PROMISING,5,EDITORIAL_CORE,Het Twentse model,Dik Nas,9789068611656,1998,FNV Bondgenoten,NO_MATCHING_EDITION,0,
/books/OL12850342M,NL,PROMISING,5,EDITORIAL_CORE,Het huis der getallen,Anne-Marie Kuijlaars,9789068611663,1999,Centraal Bureau voor de Statistiek,NO_MATCHING_EDITION,0,
/books/OL12850365M,NL,PROMISING,5,EDITORIAL_CORE,Doorbroken barrieres,Isja Finaly,9789068681376,1996,Thoth,NO_MATCHING_EDITION,0,
/books/OL12850391M,NL,PROMISING,5,EDITORIAL_CORE,Beeldarchitectuur en kunst,Jean Leering,9789068682762,2001,THOTH,NO_MATCHING_EDITION,0,
/books/OL12850400M,NL,PROMISING,5,EDITORIAL_CORE,Vervlogen jaren van Fokker,J. van Huijstee,9789068810660,1997,Van Soeren & Co,NO_MATCHING_EDITION,0,
/books/OL12850401M,NL,PROMISING,5,EDITORIAL_CORE,"Het Nationaal Gerechtshof, 1802-1811",E. C. G Bauwens,9789068810684,1997,Van Soeren,NO_MATCHING_EDITION,0,
/books/OL12850576M,NL,PROMISING,5,EDITORIAL_CORE,Diamante Gedenkzuilen En Leerzaeme Voorbeelden,Lyckle Door De Vries,9789069800325,1991,John Benjamins Pub Co,NO_MATCHING_EDITION,0,
/books/OL12850683M,NL,PROMISING,5,EDITORIAL_CORE,Autonoom,C. G. M Smit,9789070086077,1976,Flamboyant/P,NO_MATCHING_EDITION,0,
/books/OL12850850M,NL,PROMISING,5,EDITORIAL_CORE,"Door allen voor allen, een heerlijk streven!",Annemarie Knoop,9789070300180,1998,Nederlands Openluchtmuseum,NO_MATCHING_EDITION,0,
/books/OL12850883M,NL,PROMISING,5,EDITORIAL_CORE,Het net en de wet,Jaap Kerkhoven,9789070389413,1994,P.J. Meertens-Instituut,NO_MATCHING_EDITION,0,
/books/OL12850919M,NL,PROMISING,5,EDITORIAL_CORE,Van Punt en Snoa,Bernard R Buddingh,9789070545284,1994,Aldus,NO_MATCHING_EDITION,0,
/books/OL12850980M,NL,PROMISING,5,EDITORIAL_CORE,"Demografische databank Nederlandse gemeenten, 1811-1850 (NiDi rapport)",Erik Beekink,9789070990503,1995,Stichting Nederlands Interdisciplinair Demografisch Instituut,NO_MATCHING_EDITION,0,
/books/OL12851151M,NL,PROMISING,5,EDITORIAL_CORE,De sleutel van de VPRO,Mirjam Prenger,9789071894619,1994,Cramwinckel,NO_MATCHING_EDITION,0,
/books/OL12851184M,NL,PROMISING,5,EDITORIAL_CORE,Vroolijk-wonen,Wim van Beek,9789072054302,1996,De Spieghel,NO_MATCHING_EDITION,0,
/books/OL12851294M,NL,PROMISING,5,EDITORIAL_CORE,Van Fabriekswacht Tot Wachtbrigade,Dries Timmermans,9789072547774,2003,De Krijger,NO_MATCHING_EDITION,0,
/books/OL12851337M,NL,PROMISING,5,EDITORIAL_CORE,De Abdij van Loosduinen,Willem E. den Hertog,9789072766212,1997,Nieuwe Haagsche,NO_MATCHING_EDITION,0,
/books/OL12851517M,NL,PROMISING,5,EDITORIAL_CORE,Frits Peutz,Frits Peutz,9789073367104,1996,Leinden Univ Press,NO_MATCHING_EDITION,0,
/books/OL12851780M,NL,PROMISING,5,EDITORIAL_CORE,16th Worldwide Video Festival 1998 Catalogue,"World Wide Video Festival (16th 1998 Amsterdam, Netherlands)",9789075018165,1998,"Stichting World Wide Video Centre,Netherlands",NO_MATCHING_EDITION,0,
/books/OL12851789M,NL,PROMISING,5,EDITORIAL_CORE,Onder de Acacia,Andre Hanou,9789075179132,1997,Astraea,NO_MATCHING_EDITION,0,
/books/OL12851797M,NL,PROMISING,5,EDITORIAL_CORE,"Zilver, brood en kogels voor de koning",Maurits Alexander Ebben,9789075301069,1996,"Centrum voor Moderne Gescheidenis, Rijksuniversiteit Leiden",NO_MATCHING_EDITION,0,
/books/OL12851850M,NL,PROMISING,5,EDITORIAL_CORE,Toezicht op het beleggingsbeleid van pensioenfondsen en verzekeraars,G. R Boshuizen,9789075482089,1996,Stichting Verzekeringskamer,NO_MATCHING_EDITION,0,
/books/OL12851870M,NL,PROMISING,5,EDITORIAL_CORE,Beschaven!,Marleen de Vries,9789075697490,2001,Vantilt,NO_MATCHING_EDITION,0,
/books/OL12852102M,NL,PROMISING,5,EDITORIAL_CORE,Spraakmakende Blazers e.a.,Jan de Kruijff,9789076953991,2003,Gopher Publishers,NO_MATCHING_EDITION,0,
/books/OL12852727M,NL,PROMISING,5,EDITORIAL_CORE,"Bedrijfsleven, overheid en handelsbevordering",Walter Henri Salzmann,9789090069425,1994,W.H. Salzmann,NO_MATCHING_EDITION,0,
/books/OL1296113M,NL,STRONG,7,EDITORIAL_CORE,Kikker is verliefd,Max Velthuijs,9789025847395,1989,Leopold,NO_MATCHING_EDITION,0,
/books/OL13111271M,NL,PROMISING,5,EDITORIAL_CORE,Yalde-kokhavim (Sidrah la-noar a. sh. Korts'ak),Clara Asscher-Pinkhof,9789653080157,1991,Yad va-shem,NO_MATCHING_EDITION,0,
/books/OL13253370M,NL,PROMISING,5,EDITORIAL_CORE,Luchtvaartontwikkelingen in Suriname,R. Th. C Wijdenbosch,9789991400419,1996,Vaco,NO_MATCHING_EDITION,0,
/books/OL13254362M,NL,PROMISING,5,EDITORIAL_CORE,Zorg en strijd voor waardigheid,Eudya Vos,9789991496283,1999,Esther Stichting,NO_MATCHING_EDITION,0,
/books/OL13593785M,NL,PROMISING,5,EDITORIAL_CORE,"Nieuwe functies, nieuwe verschillen",Ellen van Oost,9789051663952,1994,Eburon,NO_MATCHING_EDITION,0,
/books/OL13635291M,NL,STRONG,7,EDITORIAL_CORE,Betty Woodman,Betty Woodman,9789065384812,1990,Museum Het Kruithuis,NO_MATCHING_EDITION,0,
/books/OL14084994M,NL,PROMISING,5,EDITORIAL_CORE,"Bartholomeus van Maastricht (d. 1446), monnik en conciliarist",Ton Meijknecht,9789023218968,1982,Van Gorcum,NO_MATCHING_EDITION,0,
/books/OL14578626M,NL,PROMISING,5,EDITORIAL_CORE,Pilatus en Herodes.,G. J. D. Aalders,9789024200030,1975,J.H. Kok,NO_MATCHING_EDITION,0,
/books/OL14581833M,NL,PROMISING,5,EDITORIAL_CORE,Een eeuw modern kapitalisme: De Regouts/Leed en strijd van Maastricht's proletariat.,M. Ubachs,9789062850075,1976,LINK,NO_MATCHING_EDITION,0,
/books/OL14606278M,NL,PROMISING,5,EDITORIAL_CORE,Geschiedenis van beeldende vorming.,A Gerritse,9789021301211,1973,Cantecleer,NO_MATCHING_EDITION,0,
/books/OL14657316M,NL,PROMISING,5,EDITORIAL_CORE,Den oorspronck van de ruïne en aermoede der Spaensche Nederlanden,Pieter Cardon,9789020920215,1991,Lannoo,NO_MATCHING_EDITION,0,
/books/OL14681943M,NL,PROMISING,5,EDITORIAL_CORE,De religieuze projectie.,Fokke.* Sierksma,9789029007658,1977,Meulenhoff,NO_MATCHING_EDITION,0,
/books/OL14682558M,NL,PROMISING,5,EDITORIAL_CORE,Fenomenologie en psychiatrie,H. C. Rümke,9789024275892,1988,Kok Agora,NO_MATCHING_EDITION,0,
/books/OL14689526M,NL,PROMISING,5,EDITORIAL_CORE,Strofische structuren in de Bijbels-hebreeuwse poëzie.,Pieter Van der Lugt,9789024201495,1980,Kok,NO_MATCHING_EDITION,0,
/books/OL14710508M,NL,PROMISING,5,EDITORIAL_CORE,Kritiek als credo.,Hendrik de.* Vries,9789023666783,1980,Hijgh,NO_MATCHING_EDITION,0,
/books/OL1472033M,NL,PROMISING,5,EDITORIAL_CORE,Een banket voor Blauwbaard,Jan L. Broeckx,9789022312582,1992,Manteau,NO_MATCHING_EDITION,0,
/books/OL1473013M,NL,PROMISING,5,EDITORIAL_CORE,Verhaal en werkelijkheid,Cornelis Anthonie van Peursen,9789039105191,1992,Kok Agora,NO_MATCHING_EDITION,0,
/books/OL14732156M,NL,PROMISING,5,EDITORIAL_CORE,Kennis en noodzakelijkheid.,Antonie.* Vos,9789024224838,1981,J.H. Kok,NO_MATCHING_EDITION,0,
/books/OL14745355M,NL,PROMISING,5,EDITORIAL_CORE,Gemeenschapszin en plichtsbesef,Henk te Velde,9789012080101,1992,SDU Uitgeverij Koninginnegracht,NO_MATCHING_EDITION,0,
/books/OL14752439M,NL,PROMISING,5,EDITORIAL_CORE,Heiligen uit de modder,R. M. van Heeringen,9789060115596,1988,Walburg Pers,NO_MATCHING_EDITION,0,
/books/OL14763104M,NL,PROMISING,5,EDITORIAL_CORE,Gereformeerde gemeenten in Zeeland.,A.G.* Eggebeen,9789070697105,1984,"""Kerkelijk Nieuws"" der Gereformeerde Gemeenten",NO_MATCHING_EDITION,0,
/books/OL14780799M,NL,PROMISING,5,EDITORIAL_CORE,"De geschiedenis van de Stichting Sint Nicolai Broederschap te Arnhem, 1351-1993",V. Paquay,9789060118719,1993,Walburg Pers,NO_MATCHING_EDITION,0,
/books/OL1490779M,NL,PROMISING,5,EDITORIAL_CORE,De wiekslag van hun geest,W. Otterspeer,9789072627094,1992,Stichting Hollandse Historische Reeks,NO_MATCHING_EDITION,0,
/books/OL15133509M,NL,PROMISING,5,EDITORIAL_CORE,De Problematiek van de Gemeentezang in de Franse Gereformeerde Kerken en de Liturgische Rijkdom van het Geneefse Psalter,Emmanuel Haein,9789030407256,1995,Gooi & Sticht,NO_MATCHING_EDITION,0,
/books/OL15243310M,NL,PROMISING,5,EDITORIAL_CORE,Muziek in de kinderrevalidatie,Madeleen de Bruijn,9789026617805,1984,Intro,NO_MATCHING_EDITION,0,
/books/OL15515768M,NL,PROMISING,5,EDITORIAL_CORE,"Dutch posters, 1960-1996",Anthon Beeke,9789072007209,1998,BIS Publishers,NO_MATCHING_EDITION,0,
/books/OL1608602M,NL,PROMISING,5,EDITORIAL_CORE,Clio's stiefkind,Eduard Jan Dijksterhuis,9789035107861,1990,B. Bakker,NO_MATCHING_EDITION,0,
/books/OL16170784M,NL,PROMISING,5,EDITORIAL_CORE,Esther Knobel,Esther Knobel,9789072173058,1994,[Françoise van den Bosch Prize],NO_MATCHING_EDITION,0,
/books/OL16216445M,NL,PROMISING,5,EDITORIAL_CORE,Paul Bodifée,Roel H. Smit-Muller,9789057303937,2006,Walburg Pers,NO_MATCHING_EDITION,0,
/books/OL16242613M,NL,PROMISING,5,EDITORIAL_CORE,Een nieuw wereldbeeld!,Luc de Martelaere,9789072533319,1998,Paradox Pers,NO_MATCHING_EDITION,0,
/books/OL16247869M,NL,PROMISING,5,EDITORIAL_CORE,Naakt of bloot,Hanna Klarenbeek,9789058975096,2006,Terra,NO_MATCHING_EDITION,0,
/books/OL16256359M,NL,STRONG,7,EDITORIAL_CORE,"Hendrik Valk, 1897-1986",Alex de Vries,9789058973771,2005,Terra,NO_MATCHING_EDITION,0,
/books/OL16258420M,NL,PROMISING,5,EDITORIAL_CORE,Ada Breedveld,Jan Petrie,9789068253238,2004,Uniepers,NO_MATCHING_EDITION,0,
/books/OL16261166M,NL,PROMISING,5,EDITORIAL_CORE,"Siemen Dijkstra, eigen druk",Siemen Dijkstra,9789040081941,2006,Waanders,NO_MATCHING_EDITION,0,
/books/OL16274646M,NL,PROMISING,5,EDITORIAL_CORE,"Philippe van Gulpen, 1792-1862",Lou Spronck,9789058420268,2005,Stichting Historische Reeks Maastricht,NO_MATCHING_EDITION,0,
/books/OL16279665M,NL,PROMISING,5,EDITORIAL_CORE,Het Muiderslot,Henk Boers,9789040088957,2004,Waanders,NO_MATCHING_EDITION,0,
/books/OL16282788M,NL,PROMISING,5,EDITORIAL_CORE,Met uitzicht op zee,Rik Neven,9789061535843,2005,Mercatorfonds,NO_MATCHING_EDITION,0,
/books/OL16283585M,NL,PROMISING,5,EDITORIAL_CORE,Ingelijst werk,Annette de Vries,9789040089480,2004,Waanders,NO_MATCHING_EDITION,0,
/books/OL16313649M,NL,PROMISING,5,EDITORIAL_CORE,Mooi weer,Eko Nugroho,9789080724686,2005,Artoteek Den Haag,NO_MATCHING_EDITION,0,
/books/OL16315875M,NL,PROMISING,5,EDITORIAL_CORE,De kasteeltekeningen van Abraham Rademaker,Willem Beelaerts van Blokland,9789040091148,2006,Waanders,NO_MATCHING_EDITION,0,
/books/OL16320436M,NL,PROMISING,5,EDITORIAL_CORE,Beeldenstorm in een spiegelzaal,Johan Pas,9789020962451,2005,Lannoo,NO_MATCHING_EDITION,0,
/books/OL16322777M,NL,PROMISING,5,EDITORIAL_CORE,De collectie Holland,Marianne Heslenfeld,9789040083143,2006,Waanders Uitgevers,NO_MATCHING_EDITION,0,
/books/OL16328479M,NL,PROMISING,5,EDITORIAL_CORE,The uninvited,Sylvie Zijlmans,9789069182186,2006,Museum Boijmans Van Beuningen,NO_MATCHING_EDITION,0,
/books/OL16416515M,NL,PROMISING,5,EDITORIAL_CORE,De dirigenten van de herinnering,Ad de Jong,9789058750228,2001,SUN,NO_MATCHING_EDITION,0,
/books/OL1642668M,NL,PROMISING,5,EDITORIAL_CORE,Leeftijdsgrenzen in het strafrecht,Menke Wilhelmina Bol,9789060007884,1991,Gouda Quint,NO_MATCHING_EDITION,0,
/books/OL16433728M,NL,PROMISING,5,EDITORIAL_CORE,Conventionele correspondentie,Willemijn Ruberg,9789077503423,2005,Vantilt,NO_MATCHING_EDITION,0,
/books/OL16521234M,NL,PROMISING,5,EDITORIAL_CORE,De kaarsenkroon van de Sint Walburgiskerk,Aartje Bos-Oskam,9789057304484,2006,Walburg Pers,NO_MATCHING_EDITION,0,
/books/OL1652147M,NL,PROMISING,5,EDITORIAL_CORE,Goed geïnformeerd,R. Popping | J. L. Peschar,9789031312139,1991,Bohn Stafleu Van Loghum,NO_MATCHING_EDITION,0,
/books/OL16627003M,NL,PROMISING,5,EDITORIAL_CORE,Jan Cornelisz Vermeyen,Hendrik J. Horn,9789070288259,1989,Davaco,NO_MATCHING_EDITION,0,
/books/OL16662105M,NL,PROMISING,5,EDITORIAL_CORE,Amédée Cortier,Eric Pil,9789055445189,2007,Ludion,NO_MATCHING_EDITION,0,
/books/OL16721800M,NL,PROMISING,5,EDITORIAL_CORE,"Grieken komen van Venus, Romeinen van Mars",René A. van Royen,9789035126886,2006,Bakker,NO_MATCHING_EDITION,0,
/books/OL16721865M,NL,PROMISING,5,EDITORIAL_CORE,Het geheim van de burger,W. L. Tiemeijer,9789052602172,2006,Aksant,NO_MATCHING_EDITION,0,
/books/OL16734114M,NL,PROMISING,5,EDITORIAL_CORE,Passie & palet,Janneke Brinkman-Salentijn,9789058977632,2007,Terra,NO_MATCHING_EDITION,0,
/books/OL16825583M,NL,PROMISING,5,EDITORIAL_CORE,Gerson in Groningen,Edward Grasman,9789065509987,2007,Verloren,NO_MATCHING_EDITION,0,
/books/OL16831065M,NL,PROMISING,5,EDITORIAL_CORE,Grenswachters van de pedagogiek,Ivo van Hilvoorde,9789055743889,2002,HBUitgevers,NO_MATCHING_EDITION,0,
/books/OL16849295M,NL,PROMISING,5,EDITORIAL_CORE,Pittig zilver de schenking Albert & Cecile Maesen =,"Zilvermuseum Sterckshof (Antwerp, Belgium)",9789066251014,2007,Zilvermuseum Sterckshof,NO_MATCHING_EDITION,0,
/books/OL16882601M,NL,PROMISING,5,EDITORIAL_CORE,Kinderprenten van Brepols,Patricia Vansummeren,9789056220129,1996,Brepols,NO_MATCHING_EDITION,0,
/books/OL16893068M,NL,PROMISING,5,EDITORIAL_CORE,Joodse kunstenaars,Ruth Le Febvre-Feld,9789086800155,2006,Adr. Heinen,NO_MATCHING_EDITION,0,
/books/OL16934741M,NL,PROMISING,5,EDITORIAL_CORE,"Antoon van Welie, 1866-1956",Karin van Lieverloo,9789040083419,2007,Waanders,NO_MATCHING_EDITION,0,
/books/OL16965870M,NL,PROMISING,5,EDITORIAL_CORE,Grijsaards in zwart-wit,Anouk Janssen,9789057304675,2007,Walburg Pers,NO_MATCHING_EDITION,0,
/books/OL16965873M,NL,PROMISING,5,EDITORIAL_CORE,"Uit de doeken, uit de kleren",Jo Sporck,9789055738038,2007,Damon,NO_MATCHING_EDITION,0,
/books/OL17009842M,NL,PROMISING,5,EDITORIAL_CORE,Over the edges,"Stedelijk Museum voor Actuele Kunst (Ghent, Belgium)",9789080559516,2000,Stedelijk Museum voor Actuele Kunst,NO_VALID_PHYSICAL_COVER,1,
/books/OL17024960M,NL,PROMISING,5,EDITORIAL_CORE,De elite van België,Jan Puype,9789056175078,2004,Van Halewyck,NO_MATCHING_EDITION,0,
/books/OL17036467M,NL,PROMISING,5,EDITORIAL_CORE,Politiek vernieuwen,Huub Dijstelbloem,9789055159079,2008,Van Gennep,NO_MATCHING_EDITION,0,
/books/OL17092704M,NL,PROMISING,5,EDITORIAL_CORE,Poppenhuizen 1880-1980,Femmie Markestein,9789040089558,2004,Waanders,NO_MATCHING_EDITION,0,
/books/OL17108729M,NL,PROMISING,5,EDITORIAL_CORE,Denken in een tijd van sociale hypochondrie,Willem Schinkel,9789086870172,2007,Klement,NO_MATCHING_EDITION,0,
/books/OL17115375M,NL,PROMISING,5,EDITORIAL_CORE,Kippenberger,Kippenberger,9783883756783,2003,König,NO_MATCHING_EDITION,0,
/books/OL17350874M,NL,PROMISING,5,EDITORIAL_CORE,"Adrien Jean Le Mayeur de Merprès, 1880-1958",Jean Le Mayeur,9789073187221,1995,Pictures Publishers,NO_MATCHING_EDITION,0,
/books/OL17372200M,NL,PROMISING,5,EDITORIAL_CORE,Fang Lijun.,Lijun Fang,9789050061308,1998,Stedelijk Museum,NO_MATCHING_EDITION,0,
/books/OL17483233M,NL,PROMISING,5,EDITORIAL_CORE,The Exercise of armes,Jacob de Gheyn,9780947898458,1986,Greenhill,NO_MATCHING_EDITION,0,
/books/OL17863187M,NL,PROMISING,5,EDITORIAL_CORE,Theater aan de kust,Frank Schweppe,9789060055120,2004,Uitgeverij Thomas Rap,NO_MATCHING_EDITION,0,
/books/OL18081423M,NL,PROMISING,5,EDITORIAL_CORE,Frantisek Kupka [1871-1957],Meda Mladek,9789053492840,1998,Snoeck-Ducaju & Zoon,NO_MATCHING_EDITION,0,
/books/OL18094935M,NL,PROMISING,5,EDITORIAL_CORE,Techiyyat ha-metim,Harry Sysling,9789062554829,1991,Terra,NO_MATCHING_EDITION,0,
/books/OL18396759M,NL,STRONG,7,EDITORIAL_CORE,"Niet zo somber, Konijin Hein!",Sheridan Cain,9789056371111,1998,Lemniscaat,NO_MATCHING_EDITION,0,
/books/OL18429142M,NL,PROMISING,5,EDITORIAL_CORE,Neo tot deco,Ebeltje Hartkamp-Jonxis,9789040093661,1999,Rijksmuseum,NO_MATCHING_EDITION,0,
/books/OL18443169M,NL,PROMISING,5,EDITORIAL_CORE,Wendingen,Yves Knockaert,9789068531244,1997,Alamire muziekuitgeverij,NO_MATCHING_EDITION,0,
