source_key,language,quality_bucket,quality_score,preservation_reason,original_title,original_authors,original_isbn,original_publication_year,original_publisher,rescue_state,search_mode,candidate_work_key,candidate_work_title,candidate_authors,candidate_edition_key,candidate_edition_title,candidate_languages,title_score,author_score,edition_title_score,cover_id,cover_width,cover_height,cover_format,cover_local_path,cover_sha256
/books/OL23044292M,ES,PROMISING,5,EDITORIAL_CORE,Fenómenos naturales,Anne Debroise,9788483324660,2003,Larousse,RECOVERED,TITLE_AUTHOR,/works/OL10235810W,Fenomenos naturales / Natural Phenomenons,Anne Debroise,/books/OL13322409M,Fenomenos naturales / Natural Phenomenons,spa,0.9600,1.0000,0.9600,5273317,128,175,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL23044292M__OL13322409M.jpeg,4bd136e842948b66d7949690bf8683217492ca656daec36769d15ea7a4b79105
/books/OL23219582M,ES,STRONG,7,EDITORIAL_CORE,León Ferrari,León Ferrari,9789708020862,2008,Instituto Nacional de Bellas Artes,RECOVERED,TITLE_AUTHOR,/works/OL16508929W,León Ferrari,León Ferrari,/books/OL25205393M,León Ferrari,spa,1.0000,1.0000,1.0000,10085222,187,270,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL23219582M__OL25205393M.jpeg,8f87272a9579378142db12a091ac82f36e9924ea58006bc32e9f4e79a297b864
/books/OL23657938M,ES,PROMISING,5,EDITORIAL_CORE,Resistencia,Jaime Rafael Nieto L.,9789588093901,2008,Ediciones Desde Abajo,RECOVERED,TITLE_AUTHOR,/works/OL17815408W,Resistencia civil no armada : la voz y la fuga de las comunidades urbanas,Jaime Rafael Nieto L.,/books/OL26404709M,Resistencia civil no armada : la voz y la fuga de las comunidades urbanas,spa,0.9600,1.0000,0.9600,8104173,359,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL23657938M__OL26404709M.jpeg,d3696522d6a3902a44b312f7d7c5a7573b36eb247038b988881d98bf0757801b
/books/OL10502460M,FR,PROMISING,5,EDITORIAL_CORE,Le Vicomte de Bragelonne,Alexandre Dumas,9780543854483,2000,Adamant Media Corporation,RECOVERED,TITLE_AUTHOR,/works/OL36738W,"Le vicomte de Bragelonne, ou, dix ans plus tard",Alexandre Dumas | Auguste Maquet | Auguste Maquet,/books/OL24758461M,Le Vicomte de Bragelonne,fre,0.9600,1.0000,1.0000,14563739,336,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL10502460M__OL24758461M.jpeg,e10283ec3f08be82b6369e2b16bcfd4a5c004e0832124e3ee745eb4081773a7a
/books/OL10502461M,FR,PROMISING,5,EDITORIAL_CORE,Le Vicomte de Bragelonne,Alexandre Dumas,9780543854544,2000,Adamant Media Corporation,RECOVERED,TITLE_AUTHOR,/works/OL36738W,"Le vicomte de Bragelonne, ou, dix ans plus tard",Alexandre Dumas | Auguste Maquet | Auguste Maquet,/books/OL24758461M,Le Vicomte de Bragelonne,fre,0.9600,1.0000,1.0000,14563739,336,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL10502461M__OL24758461M.jpeg,e10283ec3f08be82b6369e2b16bcfd4a5c004e0832124e3ee745eb4081773a7a
/books/OL10502463M,FR,PROMISING,5,EDITORIAL_CORE,Le Vicomte de Bragelonne,Alexandre Dumas,9780543854582,2001,Adamant Media Corporation,RECOVERED,TITLE_AUTHOR,/works/OL36738W,"Le vicomte de Bragelonne, ou, dix ans plus tard",Alexandre Dumas | Auguste Maquet | Auguste Maquet,/books/OL24758461M,Le Vicomte de Bragelonne,fre,0.9600,1.0000,1.0000,14563739,336,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL10502463M__OL24758461M.jpeg,e10283ec3f08be82b6369e2b16bcfd4a5c004e0832124e3ee745eb4081773a7a
/books/OL10502464M,FR,PROMISING,5,EDITORIAL_CORE,Le Vicomte de Bragelonne,Alexandre Dumas,9780543854605,2001,Adamant Media Corporation,RECOVERED,TITLE_AUTHOR,/works/OL36738W,"Le vicomte de Bragelonne, ou, dix ans plus tard",Alexandre Dumas | Auguste Maquet | Auguste Maquet,/books/OL24758461M,Le Vicomte de Bragelonne,fre,0.9600,1.0000,1.0000,14563739,336,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL10502464M__OL24758461M.jpeg,e10283ec3f08be82b6369e2b16bcfd4a5c004e0832124e3ee745eb4081773a7a
/books/OL10502466M,FR,PROMISING,5,EDITORIAL_CORE,Le Vicomte de Bragelonne,Alexandre Dumas,9780543854667,2001,Adamant Media Corporation,RECOVERED,TITLE_AUTHOR,/works/OL36738W,"Le vicomte de Bragelonne, ou, dix ans plus tard",Alexandre Dumas | Auguste Maquet | Auguste Maquet,/books/OL24758461M,Le Vicomte de Bragelonne,fre,0.9600,1.0000,1.0000,14563739,336,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL10502466M__OL24758461M.jpeg,e10283ec3f08be82b6369e2b16bcfd4a5c004e0832124e3ee745eb4081773a7a
/books/OL10502551M,FR,PROMISING,5,EDITORIAL_CORE,Le Collier de la Reine,Alexandre Dumas,9780543857163,2001,Adamant Media Corporation,RECOVERED,TITLE_AUTHOR,/works/OL36847W,Le collier de la reine,Alexandre Dumas | Auguste Maquet,/books/OL20477230M,Le Collier de la Reine,fre,1.0000,1.0000,1.0000,14558261,355,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL10502551M__OL20477230M.jpeg,25a5d973cfeaad52a60f81562b70735034d3610ee09a4618e56e3532ade7adee
/books/OL15227443M,FR,STRONG,7,EDITORIAL_CORE,La philosophie médiévale,Alain de Libera,9782130460008,1995,Presses Universitaires de France,RECOVERED,TITLE_ONLY,/works/OL8983876W,La Philosophie médiévale,Alainde Libera,/books/OL8863340M,La Philosophie médiévale,fre,1.0000,0.9655,1.0000,972629,328,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL15227443M__OL8863340M.jpeg,097ef287072d5d02e35bda199656cda425089f6420eef48de9b0c9dc1d40139d
/books/OL15237728M,FR,PROMISING,5,EDITORIAL_CORE,Les Pyrénées,Victor Hugo,9782707114587,1984,Editions La Découverte,RECOVERED,TITLE_AUTHOR,/works/OL1063876W,Voyage vers les Pyrénées,Victor Hugo,/books/OL3535533M,Voyage vers les Pyrénées,fre,0.9600,1.0000,0.9600,2180875,301,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL15237728M__OL3535533M.jpeg,51a04ad089bdd4d2c469c5a7b6bc3d600d505a3cbb2bafd0adb42602716a2edd
/books/OL15239056M,FR,PROMISING,5,EDITORIAL_CORE,Essai de cosmologie,Pierre-Louis Moreau de Maupertuis,9782711608652,1984,Vrin,RECOVERED,TITLE_AUTHOR,/works/OL13822901W,Essai de cosmologie,Pierre-Louis Moreau de Maupertuis,/books/OL23564580M,Essai de cosmologie,fre,1.0000,1.0000,1.0000,9916790,304,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL15239056M__OL23564580M.jpeg,fa9e202620df04253ebf114a29cbada7e6fe4bf4725975d8303ee158f0a04c0b
/books/OL15246841M,FR,PROMISING,5,EDITORIAL_CORE,Moscou aller-retour.,Jacques Derrida,9782876782266,1995,Editions de l'aube,RECOVERED,TITLE_AUTHOR,/works/OL15039826W,Moscou aller-retour,Jacques Derrida,/books/OL21164766M,Moscou aller-retour,fre,1.0000,1.0000,1.0000,9916518,321,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL15246841M__OL21164766M.jpeg,e35b01be05cb1f83763a59b38a93778b7ac1d507103ab554bc67f71fa2a5a0bd
/books/OL15489263M,FR,PROMISING,5,EDITORIAL_CORE,Collection Alouette.,Pierrette Gaudreau,9782760112650,1984,Guérin,RECOVERED,TITLE_AUTHOR,/works/OL11595116W,Collection Alouette,Pierrette Gaudreau,/books/OL15486716M,Collection Alouette.,fre,1.0000,1.0000,1.0000,10348824,320,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL15489263M__OL15486716M.jpeg,41170dd8f5df5d397013c9bfbb1af50304739b45b820b54e63d8207e8e81c575
/books/OL15988110M,FR,PROMISING,5,EDITORIAL_CORE,savant et la politique,Jeannine Verdès-Leroux,9782253943341,2002,Librairie Générale Française,RECOVERED,TITLE_ONLY,/works/OL9962226W,Le savant et la politique,Verdès-Leroux,/books/OL12506495M,Le savant et la politique,fre,0.9600,0.9600,0.9600,3104363,291,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL15988110M__OL12506495M.jpeg,f48ce5b741d59e5b29f0eb4839083429fcfdd221cd7be64332e122bdadcf228d
/books/OL16178100M,FR,PROMISING,5,EDITORIAL_CORE,Les reptiles,Louise Beaudin,9782920438040,1984,Éditions du nomade,RECOVERED,TITLE_AUTHOR,/works/OL26443356W,Les reptiles,Louise Beaudin,/books/OL35728533M,Les reptiles,fre,1.0000,1.0000,1.0000,12469061,391,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL16178100M__OL35728533M.jpeg,3c2a43d9e7c03a6cf9d8053d15513e52000167aa817b60be2987e729cdcdc892
/books/OL16265606M,FR,PROMISING,5,EDITORIAL_CORE,Voyages,Victor Hugo,9782221046999,1987,R. Laffont,RECOVERED,TITLE_AUTHOR,/works/OL1063875W,Voyages France et Belgique (1834-1837),Victor Hugo,/books/OL4784937M,Voyages France et Belgique (1834-1837),fre,0.9600,1.0000,0.9600,4443836,128,196,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL16265606M__OL4784937M.jpeg,21e4908ffdd5409230997a38817ce68b852f7db42493f57d38f7828cf5fbf7f7
/books/OL16443021M,FR,PROMISING,5,EDITORIAL_CORE,Dictionnaire d'iconographie romane,Marc Thoumieu,9782736902254,1996,Zodiaque,RECOVERED,TITLE_AUTHOR,/works/OL43589994W,Dictionnaire d'iconographie romane,Marc Thoumieu,/books/OL8934408M,Dictionnaire d'iconographie romane,fre,1.0000,1.0000,1.0000,2164366,364,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL16443021M__OL8934408M.jpeg,f0ea458037d3ad2a84b0e2f6770ff438503b2b836acca7f50f23d2c3c6c9c68a
/books/OL16552498M,FR,PROMISING,5,EDITORIAL_CORE,Max au rallye,Monique Corriveau,9782762112627,1985,Fides,RECOVERED,TITLE_AUTHOR,/works/OL17963351W,Max au rallye,Monique Corriveau,/books/OL33017007M,Max au rallye,fre,1.0000,1.0000,1.0000,11677987,331,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL16552498M__OL33017007M.jpeg,8b22021fa1dae0f087648461c32f9cfc6670c9c5007fc88ab8bc2c0b66462dba
/books/OL17027253M,FR,PROMISING,5,EDITORIAL_CORE,Les Années Pilote,Patrick Gaumer,9782205043822,1996,Dargaud,RECOVERED,TITLE_AUTHOR,/works/OL1722716W,Les annees pilote,Patrick Gaumer,/books/OL9311483M,Les annees pilote,fre,1.0000,1.0000,1.0000,2144248,364,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL17027253M__OL9311483M.jpeg,14b18acb0f27a4ac93651c5d2bcc652cfb45012f528175689b33498442fd702a
/books/OL17093493M,FR,PROMISING,5,EDITORIAL_CORE,Seigneurs et bâtisseurs,Bruno Phalip,9782877410618,1993,Institut d'études du Massif Central,RECOVERED,TITLE_AUTHOR,/works/OL38598458W,Seigneurs et bâtisseurs,Bruno Phalip | Gabriel Fournier,/books/OL12625600M,Seigneurs et bâtisseurs,fre,1.0000,1.0000,1.0000,3142545,314,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL17093493M__OL12625600M.jpeg,2f40f030f2f13ab46b54ca15dc474b2e9e964e377de362b21e06c25b2a4c6cec
/books/OL17135410M,FR,PROMISING,5,EDITORIAL_CORE,L' autoroute du soleil,Baru,9782203372368,2002,Casterman,RECOVERED,TITLE_AUTHOR,/works/OL8915558W,L'Autoroute du soleil,Baru,/books/OL8863862M,L'Autoroute du soleil,fre,1.0000,1.0000,1.0000,973076,330,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL17135410M__OL8863862M.jpeg,959bc44d945e4944b9ca68c999841ca28d3eb22569d21b470ab1687f62031469
/books/OL17158463M,FR,PROMISING,5,EDITORIAL_CORE,Les formes elementaires de la vie religieuse,Émile Durkheim,9782130390374,1985,Quadrige/Puf,RECOVERED,TITLE_AUTHOR,/works/OL16098981W,Les formes élémentaire de la vie religieuse,Émile Durkheim,/books/OL24994619M,Les formes élémentaire de la vie religieuse,fre,0.9885,1.0000,0.9885,6935143,290,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL17158463M__OL24994619M.jpeg,dd8b5fd4ab6ef87f373e9a3409a50f3be80cd19fa95fb320353a61d2b10c9d55
/books/OL17163079M,FR,PROMISING,5,EDITORIAL_CORE,Mon enfance lilloise racontée à ma fille,Denis Herbert,9780974315898,2007,Beach Lloyd,RECOVERED,TITLE_AUTHOR,/works/OL9760131W,Mon Enfance Lilloise racontee a ma fille,Denis Herbert,/books/OL11802956M,Mon Enfance Lilloise racontee a ma fille,fre,1.0000,1.0000,1.0000,12919808,301,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL17163079M__OL11802956M.jpeg,24ae6445a7612ff74673a9a4d4f33ae1908a6628d9f357344b88a554fbf3db41
/books/OL17488462M,FR,PROMISING,5,EDITORIAL_CORE,La bande dessinée,Benoît Peeters,9782080351746,1993,Flammarion,RECOVERED,TITLE_AUTHOR,/works/OL8984313W,Lire la bande dessinée,Benoît Peeters,/books/OL12399908M,Lire la bande dessinée,fre,0.9600,1.0000,0.9600,3080897,279,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL17488462M__OL12399908M.jpeg,b30650cfe8926363e8371ccb2e504d1265d8f8ee24301c0bda4037334760972f
/books/OL17884562M,FR,PROMISING,5,EDITORIAL_CORE,Du rôle de l'idée de l'instant dans la philosophie de Descartes,Jean André Wahl,9782910301095,1994,Descartes & Cie,RECOVERED,TITLE_AUTHOR,/works/OL18069912W,Du role de l'idée de l'instant dans la philosophie de Descartes,Jean André Wahl,/books/OL24143342M,Du role de l'idée de l'instant dans la philosophie de Descartes,fre,1.0000,1.0000,1.0000,6322379,299,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL17884562M__OL24143342M.jpeg,09e03cf0658c8f5e2463a1d02fc0d69b8a7410e48b90741b9cfddb063686f5ee
/books/OL18207605M,FR,PROMISING,5,EDITORIAL_CORE,Aristocrates et grands bourgeois,Éric Mension-Rigau,9782262013516,1997,Librairie Académique Perrin,RECOVERED,TITLE_AUTHOR,/works/OL706775W,Aristocrates et grands bourgeois,Eric Mension-Rigau,/books/OL1198360M,Aristocrates et grands bourgeois,fre,1.0000,1.0000,1.0000,14623483,393,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18207605M__OL1198360M.jpeg,581af3db08192c0b8ab9688b539e19cb2ce6dd7e9873f30436394d7e367d5c50
/books/OL18357244M,FR,PROMISING,5,EDITORIAL_CORE,Marius Barbeau et l'art au Québec,Mario Béland,9782920576056,1985,CELAT],RECOVERED,TITLE_AUTHOR,/works/OL4733633W,Marius Barbeau et l'art au Québec,Mario Béland,/books/OL2139407M,Marius Barbeau et l'art au Québec,fre,1.0000,1.0000,1.0000,9639280,378,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18357244M__OL2139407M.jpeg,6cf897b9aaf8e963fb97720c477f8de8e58d0029e8a0dc0d276293093fcbe1c1
/books/OL18433417M,FR,PROMISING,5,EDITORIAL_CORE,La caste des Méta-Barons,Alejandro Jodorowsky,9782731612271,1992,Les Humanoïdes associés,RECOVERED,TITLE_AUTHOR,/works/OL8934176M,La Caste des méta-barons,Alejandro Jodorowsky | Gimenez | Juan Giménez,/books/OL8934176M,La Caste des méta-barons,fre,1.0000,1.0000,1.0000,984972,362,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18433417M__OL8934176M.jpeg,eaf18193f10cc6225659a9fb753b14841a47b848eff51be950c701a1b3d901f0
/books/OL18604357M,FR,PROMISING,5,EDITORIAL_CORE,Art poetique,Max Jacob,9782868260024,1987,L'Elocoquent,RECOVERED,TITLE_AUTHOR,/works/OL523030W,Art poétique,Max Jacob,/books/OL13995055M,Art poétique.,fre,1.0000,1.0000,1.0000,5948338,292,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18604357M__OL13995055M.jpeg,bfb60afd4b27218cab31756524ec0ae9da77136211eebd5ff0424c2fba424b55
/books/OL18888328M,FR,PROMISING,5,EDITORIAL_CORE,Réflexions préliminaires des vrais principes politiques,Clément Dumesnil,9780665441844,1985,Sine nomine,RECOVERED,TITLE_AUTHOR,/works/OL15677515W,Réflexions préliminaires des vrais principes politiques,Clément Dumesnil,/books/OL24609035M,Réflexions préliminaires des vrais principes politiques,fre,1.0000,1.0000,1.0000,6690770,336,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18888328M__OL24609035M.jpeg,7f5824762c5356f7592d15f899a0f6e144ab37416b7d5fc53aca71fb19104647
/books/OL18914319M,FR,PROMISING,5,EDITORIAL_CORE,Promenade au Canada et aux Etats-Unis,Christophe Allard,9780665065057,1980,Didier,RECOVERED,TITLE_AUTHOR,/works/OL5811596W,Promenade au Canada et aux Etats-Unis,Christophe Allard,/books/OL23350428M,Promenade au Canada et aux Etats-Unis,fre,1.0000,1.0000,1.0000,6104260,339,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18914319M__OL23350428M.jpeg,f9c3e89d5ff21dbd96abb0216f8b21bfe421a228b8a762aca453f90016e0fc4c
/books/OL18915584M,FR,PROMISING,5,EDITORIAL_CORE,Missio canadensis epistola ex portu-regali in Acadia,Pierre Biard,9780665065088,1980,excvdebat Joel Munsellius ...,RECOVERED,TITLE_AUTHOR,/works/OL13795904W,Missio canadensis epistola ex portu-regali in Acadia,Pierre Biard,/books/OL23350432M,Missio canadensis epistola ex portu-regali in Acadia,fre,1.0000,1.0000,1.0000,6104263,324,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18915584M__OL23350432M.jpeg,ebd90095d5db608efa5e664064fd59e488f58d9fac675a2cbcba0b6cab1ce593
/books/OL18964826M,FR,PROMISING,5,EDITORIAL_CORE,Des fureurs héroïques,Giordano Bruno,9782251344515,1999,Belles lettres,RECOVERED,TITLE_AUTHOR,/works/OL17960165W,Des fureurs héroïques (De gl'heroici furori),Giordano Bruno,/books/OL26552556M,Des fureurs héroïques (De gl'heroici furori),fre,0.9600,1.0000,0.9600,10033974,310,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL18964826M__OL26552556M.jpeg,f5b1558036cad4b0cfb1919fe303aff8a66e2c429d0635879e49bf0aebd33840
/books/OL19094799M,FR,PROMISING,5,EDITORIAL_CORE,"Dieu, hypothèse inutile?",Edouard Boné,9782873861872,1999,Racine,RECOVERED,TITLE_AUTHOR,/works/OL10006646W,Dieu,Edouard Boné,/books/OL12639684M,Dieu,fre,0.9600,1.0000,1.0000,3154237,311,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19094799M__OL12639684M.jpeg,f2e9ce9d58e2d47ca953da1a43f4e1b05423e073f572f1c0000f8f7b29c9abed
/books/OL19110475M,FR,PROMISING,5,EDITORIAL_CORE,La recherche de la verité par la lumière naturelle,René Descartes,9788846434388,2002,F. Angeli,RECOVERED,TITLE_AUTHOR,/works/OL1151382W,La recherche dé la vérité par la lumière naturelle,René Descartes,/books/OL18062932M,La recherche dé la vérité par la lumière naturelle,ger | lat | fre,1.0000,1.0000,1.0000,5401101,128,194,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19110475M__OL18062932M.jpeg,c0d1345277bb161355329436f85575ef94380915bf7d030d812e4f6c9dea5e47
/books/OL19139282M,FR,PROMISING,5,EDITORIAL_CORE,Catalogue officiel des oeuvres d'art exposées dans le pavillon du Canada = Official catalogue of the works of art exhibited in the Canadian pavillion,"Exposition universelle internationale de 1900 (Paris, France)",9780665117244,1981,Exposition universelle,RECOVERED,TITLE_ONLY,/works/OL10921372W,Catalogue officiel des oeuvres d'art exposées dans le pavillon du Canada = Official catalogue of the works of art exhibited in the Canadian pavillion,Exposition universelle,/books/OL23420923M,Catalogue officiel des oeuvres d'art exposées dans le pavillon du Canada = Official catalogue of the works of art exhibited in the Canadian pavillion,fre,1.0000,0.9600,1.0000,6140726,317,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19139282M__OL23420923M.jpeg,4f474a0b2891d8aad2e2265cdda8cd778da0e06bbd8c7bc578dc3a091fc95b66
/books/OL19185389M,FR,PROMISING,5,EDITORIAL_CORE,"La colonisation dans les comtés de Dorchester, Bellechasse, Montmagny, L'Islet, Kamouraska",Eugène Rouillard,9780665831737,1997,Sine nomine,RECOVERED,TITLE_AUTHOR,/works/OL16656811W,"La Colonisation dans les comtés de Dorchester Bellechasse, Montmagny, L'Islet, Kamouraska",Eugène Rouillard,/books/OL25333534M,"La Colonisation dans les comtés de Dorchester Bellechasse, Montmagny, L'Islet, Kamouraska",fre,1.0000,1.0000,1.0000,7162570,312,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19185389M__OL25333534M.jpeg,0cce174d96bf9f4f9859cdd527f34ae1a899f4868426053466b02cf756f57168
/books/OL19264632M,FR,PROMISING,5,EDITORIAL_CORE,Le premier sexe,André Rauch,9782012353091,2000,Hachette,RECOVERED,TITLE_AUTHOR,/works/OL28962905W,Le premier sexe,André Rauch,/books/OL39822489M,Le premier sexe,fre,1.0000,1.0000,1.0000,12947080,305,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19264632M__OL39822489M.jpeg,8bae2266323720e9551b74f59af7cf615f0592a65f7b374719f3a5b460c6f0d6
/books/OL19330324M,FR,PROMISING,5,EDITORIAL_CORE,Michel Foucault,Jean-François Bert,9782916332079,2007,Portique,RECOVERED,TITLE_AUTHOR,/works/OL28595655W,"""Histoire de la folie à l'âge classique"" de Michel Foucault",Philippe Artières | Jean-François Bert | Philippe Chevallier | Frédéric Gros | Luca Paltrinieri | Judith Revel | Mathieu Potte-Bonneville | Martin Saar,/books/OL39207743M,"""Histoire de la folie à l'âge classique"" de Michel Foucault",fre,0.9600,1.0000,0.9600,12839402,300,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19330324M__OL39207743M.jpeg,f190dba7f270faf1c735ce4abe0c2b972ce133e74aeb8df1455fc5aa82c4d6a1
/books/OL19336782M,FR,PROMISING,5,EDITORIAL_CORE,L' amant de la Chine du Nord,Marguerite Duras,9782070388097,1991,Gallimard,RECOVERED,TITLE_AUTHOR,/works/OL159388W,L' amant de la Chine du Nord,Marguerite Duras,/books/OL1339390M,L' amant de la Chine du Nord,fre,1.0000,1.0000,1.0000,969840,322,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19336782M__OL1339390M.jpeg,889595e60cf048066bff4b10a0b50a210c70e3a841ffec10655dddeeb3a5098a
/books/OL19353658M,FR,PROMISING,5,EDITORIAL_CORE,Post-scriptum sur l'insignifiance,Cornelius Castoriadis,9782752600004,2004,Editions de l'Aube,RECOVERED,TITLE_AUTHOR,/works/OL570811W,Post-scriptum sur l'insignifiance,Cornelius Castoriadis,/books/OL62371M,Post-scriptum sur l'insignifiance,fre,1.0000,1.0000,1.0000,2184100,293,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19353658M__OL62371M.jpeg,f77ddf4e8d4ed11922c6d216911f8e93aa7ef57e86e8cbab6f8c123197df6dc0
/books/OL19367421M,FR,PROMISING,5,EDITORIAL_CORE,Bibliothèque universelle des voyages effectués par mer ou par terre dans les diverses parties du monde depuis les premières découvertes jusqu'à nos jours,Albert Montémont,9780665464607,1984,Armand-Aubrée,RECOVERED,TITLE_AUTHOR,/works/OL15702314W,Bibliothèque universelle des voyages effectués par mer ou par terre dans les diverses parties du monde depuis les premières découvertes jusqu'à nos jours,Albert Montémont,/books/OL24626891M,Bibliothèque universelle des voyages effectués par mer ou par terre dans les diverses parties du monde depuis les premières découvertes jusqu'à nos jours,fre,1.0000,1.0000,1.0000,7182378,332,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19367421M__OL24626891M.jpeg,b601f5946b3861638e5b891058eea54700eab9910b3b8149134e01d4b83a257a
/books/OL19438027M,FR,PROMISING,5,EDITORIAL_CORE,Anticosti en 1900,Charles P. Florent Baillairgé,9780665023743,1980,Sine nomine,RECOVERED,TITLE_AUTHOR,/works/OL24872933W,Anticosti en 1900,Charles P. Florent Baillairgé,/books/OL33061821M,Anticosti en 1900,fre,1.0000,1.0000,1.0000,11763279,306,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19438027M__OL33061821M.jpeg,2d70171b37ad2eb2895d140a4e4a50b865da7a91765e0b6638b48d5b108c1fd7
/books/OL19488243M,FR,PROMISING,5,EDITORIAL_CORE,Hergé,Hergé,9782874240997,2006,Moulinsart,RECOVERED,TITLE_AUTHOR,/works/OL31473129W,Spécial Hergé (A SUIVRE) (AUTOUR D'HERGE ET TINTIN),Hergé | Philippe Bertrand | Pascal Bruckner,/books/OL12448557M,Spécial Hergé (A SUIVRE),fre,0.9600,1.0000,0.9600,3089081,357,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19488243M__OL12448557M.jpeg,596bc46645b386e2867ef68c9957a7abfc149e1d8721f6c58c1cc0ca2bea42a4
/books/OL19496009M,FR,PROMISING,5,EDITORIAL_CORE,La pitié,Michel Guérin,9782742725229,2000,Actes Sud,RECOVERED,TITLE_AUTHOR,/works/OL10005940W,La terreur et la pitié,Michel Guérin,/books/OL12637221M,La terreur et la pitié,fre,0.9600,1.0000,0.9600,3152094,253,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19496009M__OL12637221M.jpeg,e39e3f7564685caa0118e52ae2d0ee6d9321f192c00bd6feeec882a46b64668b
/books/OL19599502M,FR,PROMISING,5,EDITORIAL_CORE,Je révise avec mon enfant.,Sylvie Benoit,9782895682288,2004,Trécarré,RECOVERED,TITLE_AUTHOR,/works/OL20943084W,Je révise avec mon enfant,Sylvie Benoit,/books/OL28375168M,Je révise avec mon enfant,fre,1.0000,1.0000,1.0000,10312061,353,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19599502M__OL28375168M.jpeg,1797e6e9caa8561483558f4b536d3c3a3d2c0dec900f0d9eaae2bacf2fc49a53
/books/OL19607895M,FR,PROMISING,5,EDITORIAL_CORE,Le Lac St. Jean et le grand Nord-Est,J. G. Scott,9780665336447,1984,Sine nomine,RECOVERED,TITLE_AUTHOR,/works/OL12940173W,Le Lac St. Jean et le grand Nord-Est,J. G. Scott,/books/OL23344691M,Le Lac St. Jean et le grand Nord-Est,fre,1.0000,1.0000,1.0000,6100663,357,500,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19607895M__OL23344691M.jpeg,377dd3001c2409fb5aa16fccba47748c1a748e048b34659aadd5e65440c83e15
/books/OL19724282M,FR,PROMISING,5,EDITORIAL_CORE,Le déclic,Milo Manara,9782226132383,2003,Albin Michel,RECOVERED,TITLE_AUTHOR,/works/OL19021312W,Le déclic,Milo Manara,/books/OL2599139M,Le déclic,fre,1.0000,1.0000,1.0000,975336,358,475,JPEG,data/cache/final-master-cover-rescue/covers/_books_OL19724282M__OL2599139M.jpeg,3639ebb68dfe2fa1e2f5085df34dc17af299ca776bdffa26bbee21f95af20cb9
