target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,candidate_state,acquisition_search_state
48,IT,ITALIAN_CANON,1,Italo Svevo,Senilità,TITLE_AUTHOR,/works/OL13755524W,Senilità,Italo Svevo,/books/OL33029818M,Senilità,,ita,9788804258568,Mondadori,1985,,11711687,1.0,1.0,0.9850000000000001,VALID_COVER,292,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-048-OL33029818M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
49,IT,ITALIAN_CANON,1,Italo Svevo,La coscienza di Zeno,BROAD,/works/OL11644065W,La coscienza di Zeno,Italo Svevo,/books/OL22817163M,La coscienza di Zeno.,,ita,8804492945,Mondadori,1988,,14410143,1.0,1.0,0.9850000000000001,VALID_COVER,202,317,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-049-OL22817163M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
50,IT,ITALIAN_CANON,1,Luigi Pirandello,Il fu Mattia Pascal,TITLE_AUTHOR,/works/OL24844346W,Il fu Mattia Pascal,Luigi Pirandello,/books/OL33219871M,Il fu Mattia Pascal,,ita,9788823902787,Orsa Maggiore,1993,,11931419,1.0,1.0,0.9850000000000001,VALID_COVER,315,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-050-OL33219871M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
52,IT,ITALIAN_CANON,1,Luigi Pirandello,Sei personaggi in cerca d'autore,TITLE_AUTHOR,/works/OL19769965W,Sei personaggi in cerca d'autore,Luigi Pirandello,/books/OL27886371M,Sei personaggi in cerca d'autore,,ita | eng,9788846718181,ETS,2007,,13429933,1.0,1.0,0.9850000000000001,VALID_COVER,319,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-052-OL27886371M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
53,IT,ITALIAN_CANON,1,Luigi Pirandello,Enrico IV,BROAD,/works/OL100428W,Enrico IV,Luigi Pirandello,/books/OL16595588M,Enrico IV,,ita,8806132598,G. Einaudi,1993,,5344003,1.0,1.0,0.9850000000000001,VALID_COVER,128,234,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-053-OL16595588M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
54,IT,ITALIAN_CANON,1,Umberto Saba,Il Canzoniere,TITLE_AUTHOR,/works/OL27734337W,Il canzoniere,Umberto Saba,/books/OL37858614M,Il canzoniere,1900-1954,ita,9788806224714,Einaudi,2014,,12734194,1.0,1.0,0.9850000000000001,VALID_COVER,299,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-054-OL37858614M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
55,IT,ITALIAN_CANON,1,Guido Gozzano,I colloqui,TITLE_AUTHOR,/works/OL15469354W,I colloqui,Guido Gozzano,/books/OL24434627M,I colloqui,liriche,ita,,Treves,1917,,7059820,1.0,1.0,0.9550000000000001,VALID_COVER,354,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-055-OL24434627M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
56,IT,TWENTIETH_CENTURY,1,Giuseppe Ungaretti,L'Allegria,TITLE_AUTHOR,/works/OL2066829W,L' allegria,Giuseppe Ungaretti,/books/OL16593114M,L' allegria,1914-1919,ita,8804351322,Mondadori,1992,,5343887,1.0,1.0,0.9850000000000001,VALID_COVER,128,215,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-056-OL16593114M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
57,IT,TWENTIETH_CENTURY,1,Eugenio Montale,Ossi di seppia,TITLE_AUTHOR,/works/OL610100W,Ossi di seppia,Eugenio Montale,/books/OL13427640M,Ossi Di Seppia,,ita,9788804343592,Mondadori Italian,1991,,5283977,1.0,1.0,0.9850000000000001,VALID_COVER,128,207,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-057-OL13427640M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
58,IT,TWENTIETH_CENTURY,1,Eugenio Montale,Le occasioni,TITLE_AUTHOR,/works/OL610103W,Le occasioni,Eugenio Montale,/books/OL757487M,Le occasioni,,ita,8806126148,G. Einaudi,1996,,3802074,1.0,1.0,0.9850000000000001,VALID_COVER,128,209,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-058-OL757487M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
59,IT,TWENTIETH_CENTURY,1,Salvatore Quasimodo,Ed è subito sera,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
60,IT,TWENTIETH_CENTURY,1,Alberto Moravia,Gli indifferenti,BROAD,/works/OL24708554W,Gli indifferenti,Alberto Moravia,/books/OL32797630M,Gli indifferenti,,ita,9788481304831,Gruppo editoriale L'Espresso,2002,,11430093,1.0,1.0,0.9850000000000001,VALID_COVER,288,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-060-OL32797630M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
61,IT,TWENTIETH_CENTURY,1,Alberto Moravia,La noia,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
62,IT,TWENTIETH_CENTURY,1,Cesare Pavese,Paesi tuoi,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
63,IT,TWENTIETH_CENTURY,1,Cesare Pavese,La luna e i falò,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
64,IT,TWENTIETH_CENTURY,1,Elio Vittorini,Conversazione in Sicilia,TITLE_AUTHOR,/works/OL24819498W,Conversazione in Sicilia,Elio Vittorini,/books/OL32982918M,Conversazione in Sicilia,,ita,9788817669207,Rizzoli editore,1986,,11610219,1.0,1.0,0.9850000000000001,VALID_COVER,297,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-064-OL32982918M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
65,IT,TWENTIETH_CENTURY,1,Elio Vittorini,Uomini e no,TITLE_AUTHOR,/works/OL2238015W,Uomini e no,Elio Vittorini,/books/OL22827787M,Uomini e no,,ita,8804330937,Arnoldo Mondadori,1990,,12815372,1.0,1.0,0.9850000000000001,VALID_COVER,298,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-065-OL22827787M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
66,IT,TWENTIETH_CENTURY,1,Beppe Fenoglio,Il partigiano Johnny,TITLE_AUTHOR,/works/OL10302784W,Il Partigiano Johnny,Beppe Fenoglio,/books/OL13427956M,Il Partigiano Johnny,,ita,9788806134709,Einaudi,1994,,13005670,1.0,1.0,0.9850000000000001,VALID_COVER,296,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-066-OL13427956M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
67,IT,TWENTIETH_CENTURY,1,Beppe Fenoglio,Una questione privata,TITLE_ONLY,/works/OL8637659W,Una Questione Privata,Fenoglio,/books/OL9176409M,Una Questione Privata,,ita,9788806117856,Einaudi,"December 31, 1998",,4925349,1.0,0.95,0.9720000000000001,VALID_COVER,128,216,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-067-OL9176409M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
68,IT,TWENTIETH_CENTURY,1,Carlo Emilio Gadda,Quer pasticciaccio brutto de via Merulana,BROAD,/works/OL794064W,Quer pasticciaccio brutto de via Merulana,Carlo Emilio Gadda,/books/OL17381557M,Quer pasticciaccio brutto de via Merulana,romanzo.,ita,8811667011,Garzanti,1987,,12783435,1.0,1.0,0.9850000000000001,VALID_COVER,296,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-068-OL17381557M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
69,IT,TWENTIETH_CENTURY,1,Carlo Emilio Gadda,La cognizione del dolore,TITLE_AUTHOR,/works/OL794088W,La cognizione del dolore,Carlo Emilio Gadda,/books/OL2240525M,La cognizione del dolore,,ita,8806598422,Einaudi,1987,,4100609,1.0,1.0,0.9850000000000001,VALID_COVER,128,223,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-069-OL2240525M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
70,IT,TWENTIETH_CENTURY,1,Giorgio Bassani,Il giardino dei Finzi-Contini,TITLE_AUTHOR,/works/OL21138680W,Il Giardino Dei Finzi Contini,Giorgio Bassani,/books/OL38610416M,Il giardino dei Finzi-Contini,,ita | eng,,Einaudi,1962,,14914302,1.0,1.0,0.9550000000000001,VALID_COVER,308,500,JPEG,data/audit/reconstruction-IT-candidate-covers/IT-070-OL38610416M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
