target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,candidate_state,acquisition_search_state
42,ES,SPANISH_CANON,1,Juan Ramón Jiménez,Diario de un poeta recién casado,TITLE_AUTHOR,/works/OL17000421W,Diario de un poeta recién casado (1916),Juan Ramón Jiménez,/books/OL25574583M,Diario de un poeta recién casado (1916),,spa,,Casa Editorial Calleja,1917,,9721227,0.95,1.0,0.929,VALID_COVER,330,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-042-OL25574583M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
43,ES,SPANISH_CANON,1,Federico García Lorca,Romancero gitano,TITLE_AUTHOR,/works/OL29858167W,Romancero Gitano,Federico García Lorca,/books/OL41241592M,Romancero Gitano,,spa,9781081253707,Independently Published,2019,,15098226,1.0,1.0,0.9850000000000001,VALID_COVER,333,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-043-OL41241592M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
44,ES,SPANISH_CANON,1,Federico García Lorca,La casa de Bernarda Alba,BROAD,/works/OL10342793W,La casa de Bernarda Alba,Federico García Lorca,/books/OL13273456M,LA Casa De Bernarda Alba,,spa,9788449411359,Losada,July 2000,,5268227,1.0,1.0,0.9850000000000001,VALID_COVER,128,196,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-044-OL13273456M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
45,ES,SPANISH_CANON,1,Federico García Lorca,Bodas de sangre,TITLE_AUTHOR,/works/OL10342794W,Bodas de sangre,Federico García Lorca,/books/OL39203840M,Bodas de sangre,Tragedia en tres actos y siete cuadros,spa | eng,9781589770874,Cervantes & Co.,2011,,15251274,1.0,1.0,0.9850000000000001,VALID_COVER,327,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-045-OL39203840M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
46,ES,LATIN_AMERICAN_CANON,1,Jorge Luis Borges,Ficciones,,,,,,,,,,,,,,,,,,,,,,,NO_USABLE_CANDIDATE
47,ES,LATIN_AMERICAN_CANON,1,Jorge Luis Borges,El Aleph,TITLE_AUTHOR,/works/OL110969W,El Aleph,Jorge Luis Borges,/books/OL37789016M,El Aleph,,spa,9788495594112,Sol 90,2000,,14826417,1.0,1.0,0.9850000000000001,VALID_COVER,297,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-047-OL37789016M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
48,ES,LATIN_AMERICAN_CANON,1,Jorge Luis Borges,Historia universal de la infamia,TITLE_AUTHOR,/works/OL110966W,Historia universal de la infamia,Jorge Luis Borges,/books/OL13191337M,Historia universal de la infamia,,spa,9788420613536,Alianza Editorial,1991,,11422385,1.0,1.0,0.9850000000000001,VALID_COVER,307,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-048-OL13191337M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
49,ES,LATIN_AMERICAN_CANON,1,Julio Cortázar,Rayuela,BROAD,/works/OL14860424W,Rayuela,Julio Cortázar,/books/OL47684105M,Rayuela,,spa,9789681902001,Alfaguara,2000,,15103307,1.0,1.0,0.9850000000000001,VALID_COVER,291,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-049-OL47684105M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
50,ES,LATIN_AMERICAN_CANON,1,Julio Cortázar,Bestiario,TITLE_AUTHOR,/works/OL14860383W,"Relatos: Bestiario, 1951",Julio Cortázar,/books/OL5277374M,"Relatos: Bestiario, 1951.","Las armas secretas, 1959. Final del juego, 1964. Todos los fuegos el fuego, 1966.",spa,,Editorial Sudamericana,1970,,9789900,0.95,1.0,0.929,VALID_COVER,269,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-050-OL5277374M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
51,ES,LATIN_AMERICAN_CANON,1,Julio Cortázar,Final del juego,TITLE_AUTHOR,/works/OL276963W,Final del juego,Julio Cortázar,/books/OL25570054M,Final del juego,,spa,,Editorial Sudamericana,1974,,9625010,1.0,1.0,0.9550000000000001,VALID_COVER,320,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-051-OL25570054M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
52,ES,LATIN_AMERICAN_CANON,1,Gabriel García Márquez,Cien años de soledad,TITLE_AUTHOR,/works/OL28027117W,Cien Años de Soledad,Gabriel García Márquez,/books/OL9153311M,Cien anos de soledad,"Analisis y estudio sobre la obra, el autor y su epoca (Compendios Vosgos series)",spa,9788495761378,Ediciones Norte,"April 1, 2004",,4918600,1.0,1.0,0.9850000000000001,VALID_COVER,128,182,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-052-OL9153311M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
53,ES,LATIN_AMERICAN_CANON,1,Gabriel García Márquez,El coronel no tiene quien le escriba,BROAD,/works/OL20800146W,El coronel no tiene quien le escriba / Cien años de soledad,Gabriel García Márquez,/books/OL1326812M,El coronel no tiene quien le escriba ; Cien años de soledad,,spa,9802761109,Biblioteca Ayacucho,1989,,3921791,0.95,1.0,0.9590000000000001,VALID_COVER,128,194,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-053-OL1326812M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
54,ES,LATIN_AMERICAN_CANON,1,Gabriel García Márquez,Crónica de una muerte anunciada,TITLE_AUTHOR,/works/OL274574W,Crónica de una muerte anunciada,Gabriel García Márquez,/books/OL9724283M,Crónica de una muerte anunciada,,spa | eng,0801315891,Longman,1996,,8489909,1.0,1.0,0.9850000000000001,VALID_COVER,338,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-054-OL9724283M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
55,ES,LATIN_AMERICAN_CANON,1,Gabriel García Márquez,El amor en los tiempos del cólera,BROAD,/works/OL274518W,El amor en los tiempos del cólera,Gabriel García Márquez,/books/OL39225070M,El amor en los tiempos del cólera,,spa,9972402323,Peisa,2002,,15224051,1.0,1.0,0.9850000000000001,VALID_COVER,286,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-055-OL39225070M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
56,ES,LATIN_AMERICAN_CANON,1,Mario Vargas Llosa,La ciudad y los perros,TITLE_AUTHOR,/works/OL857544W,La ciudad y los perros,Mario Vargas Llosa,/books/OL12986660M,La ciudad y los perros,,spa,8432220639,Seix Barral,1985,,12518806,1.0,1.0,0.9850000000000001,VALID_COVER,323,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-056-OL12986660M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
57,ES,LATIN_AMERICAN_CANON,1,Mario Vargas Llosa,La casa verde,TITLE_AUTHOR,/works/OL857541W,La casa verde,Mario Vargas Llosa,/books/OL26570367M,La casa verde,,spa,,Seix Barral,1968,,10053046,1.0,1.0,0.9550000000000001,VALID_COVER,325,500,JPEG,data/audit/reconstruction-ES-candidate-covers/ES-057-OL26570367M.jpeg,USABLE_CANDIDATE,BEST_CANDIDATE_FOUND
