language,category,policy_author,tier,max_selected,max_total,work_key,work_title,work_authors,author_score,first_publish_year,edition_key,edition_title,edition_subtitle,edition_languages,edition_title_score,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_width,cover_height,cover_format,cover_local_path,collection_flag,suspicious_flag,pre_cover_score,final_score,classification,classification_reason,selection_state,selection_reason
FR,CONTEMPORARY,Amélie Nothomb,1,24,34,/works/OL1724598W,Péplum,Amélie Nothomb,1.0000,1996,/books/OL621093M,Péplum,roman,fre,1.0000,2226086943,A. Michel,1996,,7255788,VALID_COVER,160,160,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL621093M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amélie Nothomb,1,24,34,/works/OL17047843W,Pétronille,Amélie Nothomb,1.0000,2014,/books/OL35720214M,Pétronille,roman,fre,1.0000,9782298100761,Éditions France loisirs,2015,,12456166,VALID_COVER,309,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL35720214M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amélie Nothomb,1,24,34,/works/OL17857890W,Riquet à la houppe,Amélie Nothomb,1.0000,2016,/books/OL27231826M,Riquet à la houppe,roman,fre,1.0000,9782226328779,Albin Michel,2016,,12633273,VALID_COVER,333,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL27231826M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amélie Nothomb,1,24,34,/works/OL16490823W,Tuer le père,Amélie Nothomb,1.0000,2011,/books/OL25190806M,Tuer le père,,fre,1.0000,9782226229755,Albin Michel,2011,,7022164,VALID_COVER,324,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL25190806M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amin Maalouf,1,14,20,/works/OL606751W,Adriana Mater,Amin Maalouf | Kaija Saariaho,1.0000,2006,/books/OL19488931M,Adriana Mater,livret,fre,1.0000,9782246706311,Bernard Grasset,2006,,15089865,VALID_COVER,314,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL19488931M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amin Maalouf,1,14,20,/works/OL35337970W,Dany Laferrière à l'Académie française,Dany Laferrière | Amin Maalouf,1.0000,2015,/books/OL47752406M,Dany Laferrière à l'Académie française,Discours de réception,fre,1.0000,9782764624050,Boréal (Editions du),2015-06-01,,14562446,VALID_COVER,290,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL47752406M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amin Maalouf,1,14,20,/works/OL26272024W,Discours de réception à l'Académie française et réponse de Jean-Christophe Rufin,Amin Maalouf,1.0000,2014,/books/OL30816846M,Discours de réception à l'Académie française et réponse de Jean-Christophe Rufin,,fre,1.0000,9782246854982,Bernard Grasset,2014,,15089864,VALID_COVER,318,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL30816846M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amin Maalouf,1,14,20,/works/OL37505480W,Le Labyrinthe des égarés,Amin Maalouf,1.0000,2023,/books/OL57373212M,Le Labyrinthe des égarés,L'Occident et ses adversaires,fre,1.0000,9782253908661,Grasset,2024,,14831538,VALID_COVER,309,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL57373212M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Amin Maalouf,1,14,20,/works/OL606734W,"Léon l'Africain , Samarcande , Les jardins de lumière",Amin Maalouf,1.0000,1992,/books/OL12524616M,"Léon l'Africain , Samarcande , Les jardins de lumière",,fre,1.0000,9782709611442,Jean-Claude Lattès,1992-05-01,,3119319,VALID_COVER,289,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL12524616M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL10356418W,A life's music,Andreï Makine,1.0000,2002,/books/OL13570026M,A life's music,,eng | fre,1.0000,034082008X,Sceptre,2002,,8406669,VALID_COVER,326,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL13570026M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL8454669W,Au Temps Du Fleuve Amour,Andreï Makine,1.0000,1998,/books/OL8838963M,Au Temps Du Fleuve Amour,,fre,1.0000,9782070400621,Editions Gallimard,June 1998,,968258,VALID_COVER,285,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8838963M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL14873076W,Cette France qu'on oublie d'aimer,Andreï Makine,1.0000,2006,/books/OL18487586M,Cette France qu'on oublie d'aimer,,fre,1.0000,208068986X,Flammarion,2006,,13625303,VALID_COVER,325,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL18487586M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL8454670W,Confessions Dun Porte Drapeau Dechu,Andreï Makine,1.0000,1998,/books/OL8838987M,Confessions Dun Porte Drapeau Dechu,,fre,1.0000,9782070401147,Folio,"December 31, 1998",,2136934,VALID_COVER,291,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8838987M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL24277109W,L'amour humain,Andreï Makine,1.0000,2007,/books/OL32114662M,L'amour humain,roman,fre,1.0000,9782757806104,Seuil,2007,,10774795,VALID_COVER,300,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL32114662M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL24325924W,L'archipel d'une autre vie,Andreï Makine | Seuil,1.0000,2016,/books/OL32194187M,L'archipel d'une autre vie,,fre,1.0000,9782021329179,French and European Publications Inc,"Aug 31, 2016",,10845910,VALID_COVER,342,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL32194187M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL16068592W,La fille d'un héros de l'Union soviétique,Andreï Makine,1.0000,1995,/books/OL24966137M,La fille d'un héros de l'Union soviétique,roman,fre,1.0000,9782221082652,R. Laffont,1995,,6939430,VALID_COVER,301,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL24966137M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL8454679W,La Fille Dun Heros De Lunion Sovietique,Andreï Makine,1.0000,1998,/books/OL8838979M,La Fille Dun Heros De Lunion Sovietique,,fre,1.0000,9782070400973,Folio,"December 31, 1998",,968278,VALID_COVER,289,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8838979M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL14873082W,La vie d'un homme inconnu,Andreï Makine,1.0000,2009,/books/OL23189430M,La vie d'un homme inconnu,roman,fre,1.0000,9782020982962,Seuil,2009,,10557505,VALID_COVER,299,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL23189430M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL19892152W,Once upon the river love,Andreï Makine,1.0000,1999,/books/OL27078581M,Once upon the river love,,eng | fre,1.0000,9780140288223,Penguin,1999,,8702006,VALID_COVER,386,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL27078581M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Andreï Makine,1,12,18,/works/OL8454687W,Requiem Pour L'Est,Andreï Makine,1.0000,2002,/books/OL8839551M,Requiem Pour L'Est,,fre,1.0000,9782070418084,Gallimard,March 2002,,968840,VALID_COVER,285,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8839551M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Boualem Sansal,1,10,15,/works/OL17736776W,2084,Boualem Sansal,1.0000,2017,/books/OL26336214M,2084,La fin du monde,fre,1.0000,9782072713989,Gallimard,2017,,11753041,VALID_COVER,303,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL26336214M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Boualem Sansal,1,10,15,/works/OL20024415W,2084,Boualem Sansal,1.0000,2015,/books/OL27204465M,2084,la fin du monde : roman,fre,1.0000,9782070149933,Gallimard,2015,,14436718,VALID_COVER,324,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL27204465M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Boualem Sansal,1,10,15,/works/OL22450328W,Abraham,Boualem Sansal,1.0000,2020,/books/OL30534497M,Abraham,ou La cinquième Alliance,fre,1.0000,9782072906480,GALLIMARD,"Oct 01, 2020",,10464576,VALID_COVER,342,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL30534497M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Boualem Sansal,1,10,15,/works/OL6070925W,Dis-moi le paradis,Boualem Sansal,1.0000,2003,/books/OL3749653M,Dis-moi le paradis,roman,fre,1.0000,2070767728,Gallimard,2003,,2138925,VALID_COVER,320,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL3749653M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Boualem Sansal,1,10,15,/works/OL23152779W,Gouverner au nom d'Allah,Boualem Sansal,1.0000,2013,/books/OL30990864M,Gouverner au nom d'Allah,islamisation et soif de pouvoir dans le monde arabe,fre,1.0000,9782070142897,Gallimard,2013,,12533596,VALID_COVER,315,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL30990864M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Boualem Sansal,1,10,15,/works/OL16498430W,Rue Darwin,Boualem Sansal,1.0000,2011,/books/OL25197246M,Rue Darwin,roman,fre,1.0000,9782070134601,Gallimard,2011,,13079423,VALID_COVER,321,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL25197246M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL704979W,Cabot-Caboche,Daniel Pennac,1.0000,1994,/books/OL18756367M,Cabot-Caboche,,fre,1.0000,2266007661,Nathan,1994,,8180878,VALID_COVER,274,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL18756367M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL20857690W,Cabot-Caboche,Daniel Pennac | Catherine Reisser,1.0000,1994,/books/OL29305377M,Cabot-Caboche,,fre,1.0000,9782092821190,Nathan,1994,,10384913,VALID_COVER,374,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL29305377M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL704980W,Chagrin d'école,Daniel Pennac,1.0000,2007,/books/OL16640321M,Chagrin d'école,,fre,1.0000,9782070769179,Gallimard,2007,,10543773,VALID_COVER,184,274,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL16640321M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL705027W,Comme un roman,Daniel Pennac,1.0000,1992,/books/OL1149686M,Comme un roman,,fre,1.0000,2070725804,Gallimard,1992,,969868,VALID_COVER,324,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL1149686M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL8972890W,Des chrétiens et des maures,Daniel Pennac,1.0000,1999,/books/OL8839174M,Des chrétiens et des maures,,fre,1.0000,9782070406968,Editions Flammarion,"January 13, 1999",,968478,VALID_COVER,287,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8839174M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL704981W,Écrire,Daniel Pennac,1.0000,2007,/books/OL16779868M,Écrire,,fre,1.0000,9782842302948,Hoëbeke,2007,,13077796,VALID_COVER,388,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL16779868M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL8972891W,Kamo Et Moi,Daniel Pennac,1.0000,1997,/books/OL8839996M,Kamo Et Moi,,fre,1.0000,9782070515233,Gallimard-Jeunesse,"September 24, 1997",,969294,VALID_COVER,328,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8839996M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL705020W,L'Oeil Du Loup,Daniel Pennac,1.0000,2002,/books/OL8890463M,L'Oeil Du Loup,,fre,1.0000,9782266126304,Presse Pocket,April 2002,,980413,VALID_COVER,308,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8890463M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL705031W,La fée carabine,Daniel Pennac,1.0000,1987,/books/OL1509706M,La fée carabine,,fre,1.0000,2070381315,Gallimard,1987,,12910555,VALID_COVER,277,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL1509706M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL8972894W,La fée carabine,Daniel Pennac,1.0000,1997,/books/OL8839073M,La fée carabine,,fre,1.0000,9782070403707,Gallimard,"October 3, 1997",,968376,VALID_COVER,288,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8839073M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL705021W,Messieurs les enfants,Daniel Pennac,1.0000,1997,/books/OL308655M,Messieurs les enfants,roman,fre,1.0000,2070750256,Gallimard,1997,,970113,VALID_COVER,328,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL308655M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
FR,CONTEMPORARY,Daniel Pennac,1,16,24,/works/OL27276038W,Mon frère,Daniel Pennac,1.0000,2018,/books/OL37018577M,Mon frère,,fre,1.0000,9782072786303,GALLIMARD,"Apr 05, 2018",,12598228,VALID_COVER,342,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL37018577M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,SELECTED,FR_FAST_V2_ADAPTIVE_SELECTION
