target_index,language,category,priority,target_author,target_work,query_mode,work_key,work_title,work_authors,edition_key,edition_title,edition_subtitle,edition_languages,isbn,publisher,publish_date,page_count,cover_id,title_score,author_score,candidate_score,cover_state,cover_width,cover_height,cover_format,cover_local_path,recovery_state
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL39773447W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL54183293M,Die Wahlverwandtschaften,Ein Roman,ger,9781482500370,CreateSpace Independent Publishing Platform,2013,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL39781264W,Die Wahlverwandtschaften (Deutsch),Johann Wolfgang von Goethe,/books/OL54192472M,Die Wahlverwandtschaften (Deutsch),,ger,9781490473505,CreateSpace Independent Publishing Platform,2013,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL40515431W,"""Die Wahlverwandtschaften""",Johann Wolfgang von Goethe,/books/OL55091467M,"""Die Wahlverwandtschaften""",eine Dokumentation der Wirkung von Goethes Roman 1808-1832,ger,9783835313118,Wallstein Verlag,2013,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL40896309W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL55574379M,Die Wahlverwandtschaften,,ger,9781542531917,CreateSpace Independent Publishing Platform,2017,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL41132539W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL55882009M,Die Wahlverwandtschaften,,ger,9781512348941,The Perfect Library,2015,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL41769432W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL56714319M,Die Wahlverwandtschaften,Large Print,ger,9781724810861,CreateSpace Independent Publishing Platform,2018,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL41928599W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL56935372M,Die Wahlverwandtschaften,Roman,ger,,Deutscher Klassiker Verlag,2002,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL42307234W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL57385347M,Die Wahlverwandtschaften,ein Roman,ger,3458017011,Insel Verlag,1975,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL43670436W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe | Walter Benjamin | Hans-J Weitz,/books/OL61786116M,Die Wahlverwandtschaften,ein Roman,ger,3458147799,Insel,1992,,,0.95,1.0,0.9135,NOT_PROBED,,,,,
4,DE,GERMAN_LANGUAGE_CANON,1,Johann Wolfgang von Goethe,Wahlverwandtschaften,TITLE_AUTHOR,/works/OL45476428W,Die Wahlverwandtschaften,Johann Wolfgang von Goethe,/books/OL61957868M,Die Wahlverwandtschaften,,ger,,Franklin Bibliothek,1987,,,0.95,1.0,0.8885,NOT_PROBED,,,,,
