language,category,policy_author,tier,max_selected,max_total,work_key,work_title,work_authors,author_score,first_publish_year,edition_key,edition_title,edition_subtitle,edition_languages,edition_title_score,isbn,publisher,publish_date,page_count,cover_id,cover_state,cover_width,cover_height,cover_format,cover_local_path,collection_flag,suspicious_flag,pre_cover_score,final_score,classification,classification_reason,selection_state
FR,CONTEMPORARY,Yasmina Khadra,1,16,24,/works/OL2291658W,Les sirènes de Bagdad,Yasmina Khadra,1.0000,2006,/books/OL15596575M,Les sirènes de Bagdad,roman,fre,1.0000,9782260017127,Julliard,2006,,9518598,VALID_COVER,310,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL15596575M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Yasmina Khadra,1,16,24,/works/OL22893835W,Qu'attendent les singes,Yasmina Khadra,1.0000,2014,/books/OL31184444M,Qu'attendent les singes,,fre,1.0000,9782260021940,Julliard,2014,,11321630,VALID_COVER,310,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL31184444M.jpeg,NO,NO,167.0000,205.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Fred Vargas,1,18,26,/works/OL16953895W,Dans les bois e ternels,Fred Vargas,1.0000,2009,/books/OL25551782M,Dans les bois éternels,,fre,0.9778,9782290017739,J'ai lu,2009,,9894073,VALID_COVER,354,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL25551782M.jpeg,NO,NO,166.5556,204.5556,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Jean-Christophe Rufin,1,14,20,/works/OL28600984W,Asmara Et Les Causes Per,Jean-Christophe Rufin,1.0000,2001,/books/OL8839518M,Asmara et les causes perdues,,fre,0.9600,9782070417308,Gallimard,"March 14, 2001",,968808,VALID_COVER,285,475,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8839518M.jpeg,NO,NO,166.2000,204.2000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Anna Gavalda,2,10,15,/works/OL24173571W,Je voudrais que quelqu'un m'attende quelque part cAnna Gavalda,Anna Gavalda,1.0000,2007,/books/OL31911333M,Je voudrais que quelqu'un m'attende quelque part cAnna Gavalda,,fre,1.0000,9782738216021,Succés du Livre Éditions,2007,,10591408,VALID_COVER,296,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL31911333M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Anna Gavalda,2,10,15,/works/OL19937788W,L'échappée belle,Anna Gavalda,1.0000,2001,/books/OL27118367M,L'échappée belle,,fre,1.0000,9782842631840,Dilettante,2009,,11330877,VALID_COVER,278,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL27118367M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Anna Gavalda,2,10,15,/works/OL6028446W,La consolante,Anna Gavalda,1.0000,2008,/books/OL17019499M,La consolante,,fre,1.0000,9782842631529,Dilettante,2008,,9972678,VALID_COVER,307,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL17019499M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Anna Gavalda,2,10,15,/works/OL19067116W,La vie en mieux,ANNA GAVALDA,1.0000,2014,/books/OL26723273M,La vie en mieux,,fre,1.0000,9782842637965,Le Dilettante,"Feb 21, 2014",,8381071,VALID_COVER,336,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL26723273M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL18252895W,Milarepa,Eric-Emmanuel Schmitt,1.0000,1997,/books/OL105432M,Milarepa,,fre,1.0000,2226093524,A. Michel,1997,,975533,VALID_COVER,327,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL105432M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
FR,CONTEMPORARY,Éric-Emmanuel Schmitt,2,20,30,/works/OL8255528W,Monsieur Ibraham Er Les Fleurs Du Coran,Eric-Emmanuel Schmitt,1.0000,2007,/books/OL8885935M,Monsieur Ibraham Er Les Fleurs Du Coran,,fre,1.0000,9782226126269,Distribooks,April 2007,,975704,VALID_COVER,323,500,JPEG,data/cache/fr-mass-editorial-engine/covers/FR-OL8885935M.jpeg,NO,NO,147.0000,185.0000,AUTO_ACCEPT,Strong author/title/language match and validated physical cover.,RESERVE
